GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Lhea1	Lhea2	Lhea3	Lhea4	Lhea5	Lhea6	Lski1	Lski2	Lski3	Lski4	Lski5	Lski6	LMhea1	LMhea2	LMhea3	LMhea4	LMhea5	LMhea6	LMski1	LMski2	LMski3	LMski4	LMski5	LMski6	Mhea1	Mhea2	Mhea3	Mhea4	Mhea5	Mhea6	Mski1	Mski2	Mski3	Mski4	Mski5	Mski6	MLhea1	MLhea2	MLhea3	MLhea4	MLhea5	MLhea6	MLski1	MLski2	MLski3	MLski4	MLski5	MLski6
fstl1	protein_coding	chrNW_016683629.1:37140-43868:+	gi|113931544|ref|NP_001039221.1|	1085	2.00E-139	follistatin-related protein 1 precursor [Xenopus tropicalis]	gi|113931543|ref|NM_001045756.1|	2043	0	Xenopus tropicalis follistatin like 1 (fstl1), mRNA	Q58D84	302	2.00E-94	Follistatin-related protein 1	.	.	.	.	pfam13499	EF-hand_7	EF-hand domain pair.	GO:0042594|response to starvation;	GO:0070062|extracellular exosome;GO:0005615|extracellular space;	GO:0005509|calcium ion binding;GO:0008201|heparin binding;	.	.	78.58354466	132.130142	86.12093552	90.75936015	58.40743111	108.530715	84.14206191	117.452013	73.65490162	131.7327292	73.45378505	116.4763035	73.33256257	63.98017296	59.27797409	80.79501453	64.1880547	62.19144117	69.0210228	21.35790609	59.39077007	37.12701124	72.48755363	77.94522407	74.90798755	85.55024453	82.50662015	74.37602465	62.74845814	81.73443657	71.34580126	32.7853733	57.59228781	76.52472024	22.58488162	99.79091594	64.1022523	127.9085578	65.8618356	125.8999871	84.35597323	80.3044818	65.52490395	173.047601	50.35711171	142.0496003	90.39278292	79.11370534
ache	protein_coding	chrNC_030679.1:131300805-131311379:-	gi|301621499|ref|XP_002940088.1|	3065	0	PREDICTED: acetylcholinesterase isoform X1 [Xenopus tropicalis]	gi|847170855|ref|XM_004919097.2|	3856	0	PREDICTED: Xenopus (Silurana) tropicalis acetylcholinesterase (Yt blood group) (ache), transcript variant X3, mRNA	P04058	736	0	Acetylcholinesterase	BS_pnbA	209	5.00E-58	COG2272	pfam00135	COesterase	Carboxylesterase family.	GO:0006581|acetylcholine catabolic process;GO:0071405|cellular response to methanol;GO:0030239|myofibril assembly;GO:0007528|neuromuscular junction development;GO:0048666|neuron development;GO:0050803|regulation of synapse structure or activity;GO:0001975|response to amphetamine;GO:0045471|response to ethanol;GO:0009749|response to glucose;	GO:0030054|cell junction;GO:0005615|extracellular space;GO:0031594|neuromuscular junction;GO:0005886|plasma membrane;	GO:0003990|acetylcholinesterase activity;	K01049	ACHE; acetylcholinesterase [EC:3.1.1.7]	1.513782533	1.157783886	2.674769984	2.259772936	3.297678223	1.094849264	0.693638353	0.729446912	1.360970633	1.449082948	0.824354326	0.986115254	4.156912588	2.72793191	3.980802447	3.028039139	2.532889808	2.768448652	2.40494563	1.718300724	2.38174612	1.357187323	2.418795362	0.661627229	4.953687901	3.297269134	4.176069852	3.706305764	6.080321154	3.065562219	1.175517912	1.131479161	0.771271374	1.075458209	1.430424841	0.922800163	2.308637001	1.783490541	2.089554481	2.17358568	1.846686135	1.220060905	0.858967498	1.629776818	0.418771589	0.492430338	0.478079929	0.390549228
col5a2	protein_coding	chrNC_030685.1:39677783-39793267:+	gi|512867119|ref|XP_002931546.2|	2285	0	PREDICTED: collagen alpha-2(V) chain [Xenopus tropicalis]	gi|847166874|ref|XM_002931500.3|	6892	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type V, alpha 2 (col5a2), mRNA	P05997	58.2	1.00E-06	Collagen alpha-2(V) chain	.	.	.	.	pfam01410	COLFI	Fibrillar collagen C-terminal domain. Found at C-termini of fibrillar collagens: Ephydatia muelleri procollagen EMF1 alpha, vertebrate collagens alpha(1)III, alpha(1)II, alpha(2)V etc.	GO:0071230|cellular response to amino acid stimulus;GO:0030574|collagen catabolic process;GO:0030199|collagen fibril organization;GO:0030198|extracellular matrix organization;GO:0048592|eye morphogenesis;GO:1903225|negative regulation of endodermal cell differentiation;GO:0001503|ossification;GO:0001501|skeletal system development;GO:0043588|skin development;	GO:0005588|collagen type V trimer;GO:0005788|endoplasmic reticulum lumen;GO:0031012|extracellular matrix;GO:0005576|extracellular region;	GO:0005201|extracellular matrix structural constituent;GO:0046872|metal ion binding;	.	.	39.67112764	69.00289091	53.09024248	51.78716479	29.98179016	61.52551436	41.52745952	59.25310777	27.97800041	88.19554595	38.62491248	70.3259851	38.39125523	27.39809294	30.60899219	43.00852725	30.55540438	31.03197114	26.72657068	11.45455629	19.11448414	18.42312964	22.56566234	32.37634883	39.91381736	46.57014963	41.96572299	40.37281388	39.66560571	39.01932112	37.20019381	21.22701306	26.99513718	25.18434068	13.33390001	43.55067443	33.53821741	65.85800979	24.22910611	56.21237004	45.89538038	38.75827388	23.01404214	70.79128631	24.00008036	58.90397616	32.26769642	35.10894127
inha	protein_coding	chrNW_016683550.1:207133-209436:-	gi|73853874|ref|NP_001027522.1|	1880	0	inhibin alpha chain [Xenopus tropicalis]	gi|73853873|ref|NM_001032351.1|	1620	0	Xenopus tropicalis inhibin alpha (inha), mRNA	P04087	254	3.00E-77	Inhibin alpha chain	.	.	.	.	pfam00019	TGF_beta	Transforming growth factor beta like domain.	GO:0048468|cell development;GO:0042541|hemoglobin biosynthetic process;GO:0010862|positive regulation of pathway-restricted SMAD protein phosphorylation;GO:0042981|regulation of apoptotic process;GO:0043408|regulation of MAPK cascade;GO:0060395|SMAD protein signal transduction;	GO:0005615|extracellular space;	GO:0005125|cytokine activity;GO:0005160|transforming growth factor beta receptor binding;	K05500	INHA; inhibin, alpha	65.91942105	39.8837845	37.61535604	39.57107197	43.98260651	47.09773529	4.195132089	8.302957497	5.733793045	2.393495289	1.1927079	3.119307136	34.74006474	19.59544043	34.15066835	24.17509926	42.24260904	33.71264037	5.690312919	0.779649874	8.839412099	3.724128522	7.13497503	5.170251868	28.02054114	28.30525973	24.25718183	30.97264059	22.42326638	46.50855683	3.643060844	1.655884931	1.627978731	4.643004973	1.358685909	4.950955486	39.22771813	41.45664681	46.25508259	52.1211185	36.47662904	43.34588589	3.378382338	9.057928662	4.319073317	8.783002867	4.359984088	1.648721469
nog	protein_coding	chrNC_030686.1:18049260-18049928:+	gi|284813512|ref|NP_001165369.1|	1016	1.00E-137	noggin [Xenopus tropicalis]	gi|284813511|ref|NM_001171898.1|	669	0	Xenopus tropicalis noggin (nog), mRNA	P49011	389	2.00E-136	Noggin	.	.	.	.	pfam05806	Noggin	Noggin. This family consists of the eukaryotic Noggin proteins. Noggin is a glycoprotein that binds bone morphogenetic proteins (BMPs) selectively and, when added to osteoblasts, it opposes the effects of BMPs. It has been found that noggin arrests the differentiation of stromal cells, preventing cellular maturation.	GO:0051216|cartilage development;GO:0030154|cell differentiation;GO:0007517|muscle organ development;GO:0030514|negative regulation of BMP signaling pathway;GO:0045596|negative regulation of cell differentiation;	GO:0005576|extracellular region;	.	K04658	NOG; noggin	34.672182	26.86731685	23.0824308	17.39290481	13.01610316	22.2409369	5.229805922	3.511869114	2.915614141	3.946341574	2.35848904	4.966218741	10.87695483	4.397111387	8.302081504	7.30009823	8.40503718	4.197622662	5.024741939	4.81341814	5.861455404	6.604986669	4.240507112	5.608996755	6.936739249	10.03747398	8.738151431	12.7832271	9.475819798	6.338570489	4.257725258	6.812147244	6.900293708	5.395724408	4.516767505	6.313387662	22.27452897	17.94982575	20.59022082	24.41459032	19.95402051	24.93150931	7.34584125	6.23655647	6.421660826	3.666252764	7.407422468	4.624552821
calu	protein_coding	chrNC_030679.1:79497494-79505467:-	gi|47498076|ref|NP_998840.1|	1609	0	calumenin precursor [Xenopus tropicalis]	gi|847109171|ref|XM_012958790.1|	2445	0	PREDICTED: Xenopus (Silurana) tropicalis calumenin (calu), transcript variant X1, mRNA	Q28BT4	624	0	Calumenin	.	.	.	.	pfam13499	EF-hand_7	EF-hand domain pair.	.	GO:0005789|endoplasmic reticulum membrane;GO:0005576|extracellular region;GO:0005794|Golgi apparatus;GO:0042470|melanosome;GO:0033018|sarcoplasmic reticulum lumen;	GO:0005509|calcium ion binding;	.	.	43.83628522	71.28548807	56.24720358	69.33272473	49.15412718	70.88353938	30.99895154	55.77091571	26.84368418	74.11010616	28.80007854	47.4418625	49.74068021	47.19821223	45.67611423	51.59434791	41.87742547	51.70645256	23.9320271	27.87159836	25.74659804	25.84353636	23.91909821	40.93330516	46.68761332	54.12000671	47.79685207	52.97132356	44.40403563	53.51574485	34.0910028	22.61635696	26.24062813	24.4753354	24.50002575	41.43831559	44.57586335	62.64067056	37.33279816	45.29244804	54.01540869	51.10567275	25.99683217	43.25179714	28.94724476	40.51601309	29.45278903	27.09502877
kcp	protein_coding	chrNC_030679.1:77884216-77952603:-	gi|512830908|ref|XP_002931908.2|	11673	0	PREDICTED: kielin/chordin-like protein isoform X1 [Xenopus tropicalis]	gi|847114878|ref|XM_002931862.3|	10407	0	PREDICTED: Xenopus (Silurana) tropicalis kielin/chordin-like protein (kcp), transcript variant X1, mRNA	Q9IBG7	4070	0	Kielin/chordin-like protein	.	.	.	.	pfam00094	VWD	von Willebrand factor type D domain. Luciferin-2-monooxygenase from Vargula hilgendorfii contains a vwd domain. Its function is unrelated but the similarity is very strong by several methods.	.	GO:0005576|extracellular region;	.	.	.	10.1832952	6.498316564	11.82625416	7.684685915	7.816573539	10.62914976	0.896980536	1.154939678	0.650329123	1.477626029	0.709040227	0.957004989	6.247932519	6.651093087	6.730894349	4.505757679	5.726802731	6.864878849	0.793753508	0.992373828	0.661856469	0.686182517	0.597054096	0.686659399	5.858839391	6.039192545	5.798525772	5.842623478	4.382103917	5.032112276	0.714250301	0.69403969	0.521413215	0.821484459	0.710349062	0.938481374	10.28932087	10.11370904	15.90412968	12.10858955	8.377249759	7.886921007	0.627537957	1.330737051	0.915008679	0.986867127	0.781132504	0.886613806
sfrp4	protein_coding	chrNC_030682.1:80842348-80855380:+	gi|512847981|ref|XP_002939467.2|	1803	0	PREDICTED: secreted frizzled-related protein 4 [Xenopus tropicalis]	gi|847139353|ref|XM_002939421.3|	1925	0	PREDICTED: Xenopus (Silurana) tropicalis secreted frizzled-related protein 4 (sfrp4), mRNA	Q9JLS4	478	6.00E-163	Secreted frizzled-related protein 4	.	.	.	.	pfam01392	Fz	Fz domain. Also known as the CRD (cysteine rich domain), the C6 box in MuSK receptor. This domain of unknown function has been independently identified by several groups. The domain contains 10 conserved cysteines.	GO:0030154|cell differentiation;GO:0046697|decidualization;GO:0007565|female pregnancy;GO:0060056|mammary gland involution;GO:0090090|negative regulation of canonical Wnt signaling pathway;GO:0008285|negative regulation of cell proliferation;GO:0046329|negative regulation of JNK cascade;GO:0035567|non-canonical Wnt signaling pathway;GO:0032355|response to estradiol;GO:0051384|response to glucocorticoid;GO:0043434|response to peptide hormone;GO:0016055|Wnt signaling pathway;	GO:0005737|cytoplasm;GO:0005615|extracellular space;GO:0016021|integral component of membrane;	GO:0004930|G-protein coupled receptor activity;GO:0042813|Wnt-activated receptor activity;GO:0017147|Wnt-protein binding;	K02185	SFRP4; secreted frizzled-related protein 4	3.004623026	9.684113965	10.56002623	9.977718658	3.910226225	11.38438142	1.409970129	0.448488766	0.717232307	0.266912929	2.488128897	0.227361447	2.663424319	5.453177551	2.456631346	4.445382601	3.417016171	5.252306521	0.648882402	0.192517541	0.528259872	0.199087005	0.501915703	0.375207773	4.499843753	5.236900985	3.199088263	4.794280211	4.204318139	4.071193697	0.59034574	0.608215973	0.070348925	0.442078334	0.163089241	1.469836328	3.895629409	10.31171876	2.440711456	11.77109855	4.344663643	5.139552311	0.645063821	0.753351346	1.061608799	0.583899912	1.133767791	3.099169233
tecta.1	protein_coding	chrNC_030683.1:87929383-87980132:+	gi|847148522|ref|XP_012822530.1|	11338	0	PREDICTED: alpha-tectorin [Xenopus tropicalis]	gi|847148521|ref|XM_012967076.1|	8958	0	PREDICTED: Xenopus (Silurana) tropicalis tectorin alpha (tecta), mRNA	O08523	3617	0	Alpha-tectorin	.	.	.	.	pfam00100	Zona_pellucida	Zona pellucida-like domain.	GO:0007160|cell-matrix adhesion;GO:0007605|sensory perception of sound;	GO:0031225|anchored component of membrane;GO:0070062|extracellular exosome;GO:0005886|plasma membrane;GO:0005578|proteinaceous extracellular matrix;	GO:0005201|extracellular matrix structural constituent;	K18273	TECTA; alpha-tectorin	15.90603049	9.264160552	6.694859593	17.35723584	16.61365805	10.37153288	0.006967575	0.013297641	0.040598452	0.0	0.022131821	0.020223723	7.100141248	10.50256604	7.881162298	5.677757522	10.56333201	11.71870411	0.0	0.019978431	0.0	0.0	0.022322615	0.028317845	3.942505711	2.747064992	4.449999678	5.834605599	3.333615619	5.016188862	0.006806988	0.0	0.0	0.014115847	0.0	0.0	10.00834923	15.84465323	13.86153453	6.163592681	8.880251402	9.932255003	0.021139339	0.040788905	0.0	0.014257407	0.013841917	0.029573797
mmp15	protein_coding	chrNC_030680.1:27645917-27683484:+	gi|62860164|ref|NP_001015921.1|	3159	0	matrix metalloproteinase-15 [Xenopus tropicalis]	gi|77682534|ref|NM_001015921.2|	3469	0	Xenopus tropicalis matrix metallopeptidase 15 (mmp15), mRNA	P51511	786	0	Matrix metalloproteinase-15	.	.	.	.	pfam00413	Peptidase_M10	Matrixin. The members of this family are enzymes that cleave peptides. These proteases require zinc for catalysis.	GO:0006464|cellular protein modification process;GO:0030574|collagen catabolic process;GO:0035987|endodermal cell differentiation;GO:0022617|extracellular matrix disassembly;GO:0006508|proteolysis;GO:0032355|response to estradiol;	GO:0031012|extracellular matrix;GO:0005887|integral component of plasma membrane;GO:0005886|plasma membrane;	GO:0005509|calcium ion binding;GO:0008047|enzyme activator activity;GO:0070006|metalloaminopeptidase activity;GO:0004222|metalloendopeptidase activity;GO:0004252|serine-type endopeptidase activity;GO:0008270|zinc ion binding;	K07995	MMP15; matrix metalloproteinase-15 (membrane-inserted) [EC:3.4.24.-]	51.90184539	30.79601131	42.06324393	44.27578914	43.42212772	52.44445317	2.643030967	2.362264157	2.89208086	4.88356348	1.458343535	3.277505713	34.11763113	27.66175909	44.69472093	31.52908214	34.081506	39.4311416	2.08285178	1.81456493	1.599616606	1.545340673	2.663549867	2.174854802	27.91987017	27.4245215	26.68093618	45.22853493	25.18610837	39.10733682	1.691103402	1.487727699	1.521161626	2.111675529	2.007389149	1.666086619	30.04382604	42.9856869	37.95178513	43.53031999	32.33637919	41.85694449	1.920005804	4.503754394	2.297425683	2.608935492	2.29255714	1.817051148
lum	protein_coding	chrNC_030679.1:46030704-46040500:-	gi|58332414|ref|NP_001011006.1|	1735	0	lumican precursor [Xenopus tropicalis]	gi|58332413|ref|NM_001011006.1|	2090	0	Xenopus (Silurana) tropicalis lumican (lum), mRNA	Q9DE67	476	2.00E-161	Lumican	alr0124_1	80.9	3.00E-15	COG4886	pfam13855	LRR_8	Leucine rich repeat.	GO:0030199|collagen fibril organization;GO:0007601|visual perception;	GO:0005578|proteinaceous extracellular matrix;	.	K08122	LUM; lumican	63.79638675	109.5199254	101.4308317	143.9595602	76.51718046	150.5418664	405.5272082	696.1414408	267.1354671	880.3623392	398.0381274	601.1403436	107.4579936	42.94519124	56.82697538	69.5915015	64.04626135	70.16187872	323.6749494	65.89119033	235.7284689	255.7608516	205.0324449	593.965492	83.93828528	79.91099119	80.40176357	88.61911384	59.66778397	63.49254724	464.5596638	233.6430694	373.0363532	333.8025309	163.3214466	538.2314817	45.82537114	131.6062468	23.59753719	85.23881837	106.5677698	79.58498211	237.4299434	558.7050387	301.1321596	575.2612912	324.7111464	342.4116423
igf1	protein_coding	chrNC_030679.1:39667842-39729794:-	gi|301614806|ref|XP_002936875.1|	755	1.00E-95	PREDICTED: insulin-like growth factor I [Xenopus tropicalis]	gi|847113704|ref|XM_002936829.3|	1307	0	PREDICTED: Xenopus (Silurana) tropicalis insulin-like growth factor 1 (somatomedin C) (igf1), mRNA	P16501	275	2.00E-89	Insulin-like growth factor I-A	.	.	.	.	pfam00049	Insulin	Insulin/IGF/Relaxin family. Superfamily includes insulins; relaxins; insulin-like growth factor; and bombyxin. All are secreted regulatory hormones. Disulfide rich, all-alpha fold. Alignment includes B chain, linker (which is processed out of the final product), and A chain.	GO:0060323|head morphogenesis;GO:0007275|multicellular organism development;GO:0043066|negative regulation of apoptotic process;GO:0090201|negative regulation of release of cytochrome c from mitochondria;GO:0030178|negative regulation of Wnt signaling pathway;	GO:0005576|extracellular region;GO:0005615|extracellular space;	GO:0008083|growth factor activity;	K05459	IGF1; insulin-like growth factor 1	4.893225728	2.460106724	4.207839126	4.776935794	2.27611692	7.657604826	3.0000538	2.30871471	1.644681999	3.12586137	1.280830249	2.387622659	2.791993447	2.733937117	2.98449388	2.562983845	2.384833109	4.194487768	1.033733098	0.277489809	0.409995454	0.047826477	0.620098565	0.589979769	2.079467613	3.257157717	3.875272015	1.936992497	2.698591758	4.42437121	1.229090916	1.392353132	1.470287289	0.29409244	0.376116189	2.071504456	1.315239178	4.836787512	3.30476761	6.376320546	3.356585247	4.22531391	1.272328232	1.982876906	0.987209994	2.425840822	2.595468067	2.413240633
kitlg	protein_coding	chrNC_030679.1:45163481-45200603:-	gi|847110277|ref|XP_012814626.1|	1520	0	PREDICTED: kit ligand isoform X1 [Xenopus tropicalis]	gi|847110276|ref|XM_012959172.1|	4614	0	PREDICTED: Xenopus (Silurana) tropicalis KIT ligand (kitlg), transcript variant X1, mRNA	Q09108	166	3.00E-43	Kit ligand	.	.	.	.	pfam02404	SCF	Stem cell factor. Stem cell factor (SCF) is a homodimer involved in hematopoiesis. SCF binds to and activates the SCF receptor (SCFR), a receptor tyrosine kinase. The crystal structure of human SCF has been resolved and a potential receptor-binding site identified.	GO:0007155|cell adhesion;GO:0035234|ectopic germ cell programmed cell death;GO:0035162|embryonic hemopoiesis;GO:0097192|extrinsic apoptotic signaling pathway in absence of ligand;GO:0008584|male gonad development;GO:0033026|negative regulation of mast cell apoptotic process;GO:0001755|neural crest cell migration;GO:0045740|positive regulation of DNA replication;GO:1902035|positive regulation of hematopoietic stem cell proliferation;GO:0002687|positive regulation of leukocyte migration;GO:0043406|positive regulation of MAP kinase activity;GO:0070668|positive regulation of mast cell proliferation;GO:0045636|positive regulation of melanocyte differentiation;GO:0002763|positive regulation of myeloid leukocyte differentiation;GO:0050731|positive regulation of peptidyl-tyrosine phosphorylation;GO:0046579|positive regulation of Ras protein signal transduction;	GO:0005737|cytoplasm;GO:0005856|cytoskeleton;GO:0005615|extracellular space;GO:0030175|filopodium;GO:0016021|integral component of membrane;GO:0030027|lamellipodium;GO:0005886|plasma membrane;	.	K05461	KITLG; KIT ligand	6.048985205	5.875812666	8.267592599	6.393576923	5.168610309	6.058715357	13.97105836	10.65481585	12.7503574	15.37674754	6.935871884	14.79294452	4.379268879	1.698299786	3.680654202	3.700623513	2.179218503	2.268762972	14.89780345	6.690043595	10.45910031	11.71541613	7.804585057	14.2951732	2.497380599	5.365545479	3.384423271	5.357146642	4.721210792	4.536279908	12.12792622	15.11365145	14.57969677	15.87151554	9.104185899	13.74343461	5.015221398	6.017493174	2.472303783	3.552198198	6.041556261	4.676793554	13.47665269	9.92240811	20.94851486	10.89282711	16.44131508	12.84535709
col5a3	protein_coding	chrNC_030680.1:99399687-99522306:-	gi|512835852|ref|XP_004913770.1|	2096	0	PREDICTED: collagen alpha-1(XI) chain isoform X1 [Xenopus tropicalis]	gi|512835851|ref|XM_004913713.1|	7688	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type V, alpha 3 (col5a3), transcript variant X1, mRNA	P12107	525	3.00E-152	Collagen alpha-1(XI) chain	.	.	.	.	pfam01410	COLFI	Fibrillar collagen C-terminal domain. Found at C-termini of fibrillar collagens: Ephydatia muelleri procollagen EMF1 alpha, vertebrate collagens alpha(1)III, alpha(1)II, alpha(2)V etc.	GO:0001502|cartilage condensation;GO:0002063|chondrocyte development;GO:0030199|collagen fibril organization;GO:0050910|detection of mechanical stimulus involved in sensory perception of sound;GO:0048704|embryonic skeletal system morphogenesis;GO:0035987|endodermal cell differentiation;GO:0042472|inner ear morphogenesis;GO:0001503|ossification;GO:0006029|proteoglycan metabolic process;GO:0035989|tendon development;GO:0055010|ventricular cardiac muscle tissue morphogenesis;GO:0007601|visual perception;	GO:0005592|collagen type XI trimer;GO:0031012|extracellular matrix;	GO:0005201|extracellular matrix structural constituent;GO:0046872|metal ion binding;	.	.	0.097882351	0.660819515	0.831745253	0.94631064	0.905409204	0.290581327	0.698946349	0.514290657	0.727833928	2.326641915	0.597385621	1.10805883	0.694136289	0.050977689	0.123246647	0.060043909	0.442104195	0.044510603	0.154202007	0.056340698	0.244636153	0.141496505	0.260798971	0.136900253	0.19817967	0.188949579	0.102443579	0.428205723	0.593230164	0.121575932	0.312624243	0.170516978	0.352933263	0.093832587	0.114548253	0.442440985	0.044017948	0.227975154	0.037105443	0.472821021	0.165655124	0.563441279	0.34917092	1.13384567	0.214757308	0.284320749	0.501881949	0.25020109
col5a3	protein_coding	chrNC_030679.1:126399455-126520015:+	gi|847169802|ref|XP_012808459.1|	5648	0	PREDICTED: collagen alpha-3(V) chain isoform X1 [Xenopus tropicalis]	gi|847169801|ref|XM_012953005.1|	6900	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type V, alpha 3 (col5a3), transcript variant X1, mRNA	Q61245	298	8.00E-80	Collagen alpha-1(XI) chain	.	.	.	.	pfam01410	COLFI	Fibrillar collagen C-terminal domain. Found at C-termini of fibrillar collagens: Ephydatia muelleri procollagen EMF1 alpha, vertebrate collagens alpha(1)III, alpha(1)II, alpha(2)V etc.	GO:0001502|cartilage condensation;GO:0051216|cartilage development;GO:0002063|chondrocyte development;GO:0030199|collagen fibril organization;GO:0050910|detection of mechanical stimulus involved in sensory perception of sound;GO:0048704|embryonic skeletal system morphogenesis;GO:0035987|endodermal cell differentiation;GO:0003007|heart morphogenesis;GO:0042472|inner ear morphogenesis;GO:0001503|ossification;GO:0006029|proteoglycan metabolic process;GO:0007605|sensory perception of sound;GO:0048705|skeletal system morphogenesis;GO:0035989|tendon development;GO:0055010|ventricular cardiac muscle tissue morphogenesis;GO:0007601|visual perception;	GO:0005581|collagen trimer;GO:0005592|collagen type XI trimer;GO:0005578|proteinaceous extracellular matrix;	GO:0005201|extracellular matrix structural constituent;GO:0046872|metal ion binding;	.	.	29.76962638	10.08095959	9.88751299	17.67481691	12.8188428	16.60594583	2.970383243	4.590646374	2.751365741	5.872117699	1.965652383	4.045317278	10.70365811	6.270736233	10.21857033	10.65552471	10.68921828	18.2090299	2.479838417	1.164930588	1.778196305	1.842925118	2.223957584	2.608016339	12.04995642	7.080577979	18.55861084	19.15103104	10.93803784	19.40652162	2.278955356	1.660237637	2.055122871	2.297556736	1.537147083	3.447664758	12.58161369	25.82710034	18.93006963	19.24738331	22.99009591	18.46296585	2.130559354	6.292461364	1.860866857	3.418958862	2.92645674	3.237590262
postn	protein_coding	chrNC_030678.1:148502816-148562230:+	gi|163915007|ref|NP_001106376.1|	4014	0	periostin precursor [Xenopus tropicalis]	gi|163915006|ref|NM_001112905.1|	3244	0	Xenopus (Silurana) tropicalis periostin, osteoblast specific factor (postn), mRNA	Q15063	1044	0	Periostin	MA1996	74.7	1.00E-13	COG2335	pfam02469	Fasciclin	Fasciclin domain. This extracellular domain is found repeated four times in grasshopper fasciclin I as well as in proteins from mammals, sea urchins, plants, yeast and bacteria.	GO:1990523|bone regeneration;GO:0007155|cell adhesion;GO:0044344|cellular response to fibroblast growth factor stimulus;GO:0071560|cellular response to transforming growth factor beta stimulus;GO:0071356|cellular response to tumor necrosis factor;GO:0071307|cellular response to vitamin K;GO:0030198|extracellular matrix organization;GO:0001953|negative regulation of cell-matrix adhesion;GO:1900025|negative regulation of substrate adhesion-dependent cell spreading;GO:1990138|neuron projection extension;GO:1904209|positive regulation of chemokine (C-C motif) ligand 2 secretion;GO:0014911|positive regulation of smooth muscle cell migration;GO:0008593|regulation of Notch signaling pathway;GO:0003073|regulation of systemic arterial blood pressure;GO:0032355|response to estradiol;GO:0001666|response to hypoxia;GO:0009612|response to mechanical stimulus;GO:0014850|response to muscle activity;GO:0001501|skeletal system development;	GO:0031012|extracellular matrix;GO:0005615|extracellular space;GO:0031594|neuromuscular junction;GO:0005578|proteinaceous extracellular matrix;GO:0005802|trans-Golgi network;	GO:0050839|cell adhesion molecule binding;GO:0008201|heparin binding;GO:0046872|metal ion binding;	.	.	204.2148644	206.8069312	253.8360714	267.79097	211.7945705	443.2448829	423.6305587	593.3470481	234.5544617	1001.891492	449.6474717	653.7064898	277.5236992	166.8298516	187.7090553	195.257381	149.4292343	202.8299663	257.6298993	151.157926	188.9490482	217.255109	249.3801404	403.7717164	259.7108476	185.3375198	246.6927995	201.2654732	175.8756879	272.9119732	383.7018613	189.7624466	294.1413035	263.1260766	165.3364361	531.0763924	204.7926323	292.8400185	139.3107705	274.9732435	211.6420605	178.030758	243.9425931	563.6696211	389.256525	580.0964252	376.2316663	320.6667367
nid1	protein_coding	chrNC_030681.1:60252309-60300053:+	gi|512842629|ref|XP_002935874.2|	6427	0	PREDICTED: nidogen-1 isoform X1 [Xenopus tropicalis]	gi|847131246|ref|XM_002935828.3|	5418	0	PREDICTED: Xenopus (Silurana) tropicalis nidogen 1 (nid1), transcript variant X1, mRNA	P14543	1304	0	Nidogen-1	.	.	.	.	pfam07474	G2F	G2F domain. Nidogen, an invariant component of basement membranes, is a multifunctional protein that interacts with most other major basement membrane proteins. The G2 fragment or (G2F domain) contains binding sites for collagen IV and perlecan. The structure is composed of an 11-stranded beta-barrel with a central helix. This domain is structurally related to that of green fluorescent protein pfam01353. A large surface patch on the beta-barrel is conserved in all metazoan nidogens.	GO:0071711|basement membrane organization;GO:0007160|cell-matrix adhesion;GO:0022617|extracellular matrix disassembly;GO:0030198|extracellular matrix organization;GO:0032836|glomerular basement membrane development;GO:0010811|positive regulation of cell-substrate adhesion;	GO:0005605|basal lamina;GO:0005604|basement membrane;GO:0071944|cell periphery;GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005576|extracellular region;	GO:0005509|calcium ion binding;GO:0005518|collagen binding;GO:0043236|laminin binding;GO:0043394|proteoglycan binding;	K06826	NID; nidogen (entactin)	20.67424202	33.09856346	28.6486968	23.28061978	26.12710216	27.87098418	11.64304454	15.5626103	14.94600461	19.12479191	3.252357288	17.62747064	20.34950493	21.20437358	20.77890674	21.23554043	26.79285011	25.76574508	8.526353259	6.406535038	8.266829395	8.211014531	9.525546071	6.724764926	14.69991043	20.76374661	21.51993049	20.68227735	18.82793522	20.17719956	8.672820332	7.34602676	8.472014049	9.666176796	8.328020047	13.96772888	22.39067204	24.70789661	21.09309029	28.63019144	22.15288639	22.6008065	13.21600376	22.46238273	9.389656948	13.14348371	13.1588928	10.77535374
