GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Lint1	Lint2	Lint3	Lint4	Lint5	Lint6	Lski1	Lski2	Lski3	Lski4	Lski5	Lski6	LMint1	LMint2	LMint3	LMint4	LMint5	LMint6	LMski1	LMski2	LMski3	LMski4	LMski5	LMski6	Mint1	Mint2	Mint3	Mint4	Mint5	Mint6	Mski1	Mski2	Mski3	Mski4	Mski5	Mski6	MLint1	MLint2	MLint3	MLint4	MLint5	MLint6	MLski1	MLski2	MLski3	MLski4	MLski5	MLski6
them6	protein_coding	chrNC_030682.1:133746521-133754036:-	gi|847171357|ref|XP_012809068.1|	1097	2.00E-142	PREDICTED: protein THEM6 isoform X1 [Xenopus tropicalis]	gi|187607566|ref|NM_001126505.1|	2145	0	Xenopus tropicalis thioesterase superfamily member 6 (them6), mRNA	B0BLZ5	423	1.00E-143	Protein THEM6	.	.	.	.	pfam13279	4HBT_2	Thioesterase-like superfamily. This family contains a wide variety of enzymes, principally thioesterases. These enzymes are part of the Hotdog fold superfamily.	.	GO:0005576|extracellular region;	.	.	.	10.3632394	9.373229644	5.654003583	9.821926953	14.39052417	10.86662175	5.291260472	5.124931861	4.316333257	4.653946806	6.498772648	4.556247526	2.620405367	8.953946937	6.238881695	5.052402289	2.869445982	7.426115272	3.633412343	4.905568103	3.906902958	4.49768084	3.785960428	3.30638009	7.431244489	5.351623394	4.828392447	4.21468736	5.694899387	4.518180648	4.264679484	3.439832175	5.239113424	4.234298685	3.804394517	4.375965693	4.771299454	7.01569984	8.475511946	3.411562827	3.942889872	4.565421907	3.264205097	4.104264872	4.075193988	4.114353471	2.102343657	3.593391472
cxcl12	protein_coding	chrNC_030683.1:37782394-37841002:-	gi|62751610|ref|NP_001015764.1|	482	3.00E-53	stromal cell-derived factor 1 precursor [Xenopus tropicalis]	gi|62751609|ref|NM_001015764.1|	2962	0	Xenopus (Silurana) tropicalis chemokine (C-X-C motif) ligand 12 (cxcl12), mRNA	Q5EBF6	190	8.00E-55	Stromal cell-derived factor 1	.	.	.	.	pfam00048	IL8	Small cytokines (intecrine/chemokine), interleukin-8 like. Includes a number of secreted growth factors and interferons involved in mitogenic, chemotactic, and inflammatory activity. Structure contains two highly conserved disulfide bonds.	GO:0007411|axon guidance;GO:0060326|cell chemotaxis;GO:0070098|chemokine-mediated signaling pathway;GO:0007186|G-protein coupled receptor signaling pathway;GO:0006955|immune response;GO:0050930|induction of positive chemotaxis;GO:0006954|inflammatory response;GO:0007509|mesoderm migration involved in gastrulation;GO:0030335|positive regulation of cell migration;	GO:0009897|external side of plasma membrane;GO:0005615|extracellular space;	GO:0042056|chemoattractant activity;GO:0008009|chemokine activity;GO:0045236|CXCR chemokine receptor binding;	K10031	CXCL12; C-X-C motif chemokine 12	36.76552194	21.0836295	29.93336278	31.49701784	30.61877138	21.16802575	16.40455987	20.74061536	24.23445159	17.10364697	15.29591741	13.05097894	74.57586815	34.43474057	39.86559822	42.72769497	47.49971905	39.21728261	35.50171836	17.38432964	36.76396156	23.4181271	40.26557695	25.20093236	35.93864179	26.36694787	41.31882814	55.08028258	76.83895215	41.71682602	16.53659695	16.06847828	16.89189201	28.87086461	20.33588117	26.94743807	30.54768948	24.46250617	57.18938198	26.90141005	57.53443859	40.76247659	23.10313941	19.25349759	23.61440782	15.82674862	27.55421219	16.99168582
nppc	protein_coding	chrNC_030681.1:108233022-108239347:-	gi|163915239|ref|NP_001106395.1|	516	8.00E-59	C-type natriuretic peptide precursor [Xenopus tropicalis]	gi|163915238|ref|NM_001112924.1|	1967	0	Xenopus (Silurana) tropicalis natriuretic peptide C (nppc), mRNA	P40756	161	4.00E-45	C-type natriuretic peptide 2	.	.	.	.	pfam00212	ANP	Atrial natriuretic peptide.	GO:0050880|regulation of blood vessel size;	GO:0005576|extracellular region;	.	.	.	9.162773375	18.63012125	17.22104253	36.93197396	36.27603964	37.41866035	1.021116431	1.194428285	1.023623129	1.669562763	0.488265254	1.370377402	3.262517918	5.991332149	7.321259075	8.437683227	3.911363786	16.54206797	0.871241776	6.265057784	0.757549157	0.813925437	1.231186207	0.535490874	9.619858416	4.717169831	8.422132182	5.405524155	1.066696718	6.845639866	1.544642981	0.7371929	0.759281997	1.33465439	0.576077299	0.865312897	8.708548275	16.96148952	9.259637084	6.567123442	4.430134785	6.090158099	0.266496813	1.671190757	1.444854851	2.729778797	1.047003481	0.384478159
chga	protein_coding	chrNC_030684.1:66553174-66569449:+	gi|847153951|ref|XP_012823716.1|	1988	0	PREDICTED: chromogranin-A isoform X1 [Xenopus tropicalis]	gi|847153956|ref|XM_012968264.1|	4195	0	PREDICTED: Xenopus (Silurana) tropicalis chromogranin A (chga), transcript variant X3, mRNA	P04404	145	2.00E-36	Chromogranin-A (Fragment)	.	.	.	.	pfam01271	Granin	Granin (chromogranin or secretogranin).	GO:0050829|defense response to Gram-negative bacterium;GO:0050830|defense response to Gram-positive bacterium;GO:0045576|mast cell activation;GO:0002551|mast cell chemotaxis;GO:0032762|mast cell cytokine production;GO:0043303|mast cell degranulation;GO:0033604|negative regulation of catecholamine secretion;GO:2000707|positive regulation of dense core granule biogenesis;	GO:0005576|extracellular region;GO:0042629|mast cell granule;GO:0030141|secretory granule;GO:0030658|transport vesicle membrane;	.	.	.	109.5989673	98.93366436	60.42026157	90.69094142	75.08128253	87.33127782	0.396278193	0.189074556	0.236822712	0.469577763	0.419579622	0.353912767	147.0930973	169.9364541	135.2995905	155.3999345	139.9851247	139.7722052	0.12404195	0.160242586	0.166040099	0.225969137	1.302143775	2.245501493	124.0112432	195.4611085	118.0818099	150.6433674	194.323855	166.7247737	0.684948572	0.341109959	0.431178841	0.293342969	0.133279705	0.444881065	67.39460698	77.55737122	92.57731137	85.26492642	89.04548525	58.26768101	0.339107948	0.401513083	0.248764843	0.421036218	0.363347891	0.226422864
mmp15	protein_coding	chrNC_030680.1:27645917-27683484:+	gi|62860164|ref|NP_001015921.1|	3159	0	matrix metalloproteinase-15 [Xenopus tropicalis]	gi|77682534|ref|NM_001015921.2|	3469	0	Xenopus tropicalis matrix metallopeptidase 15 (mmp15), mRNA	P51511	786	0	Matrix metalloproteinase-15	.	.	.	.	pfam00413	Peptidase_M10	Matrixin. The members of this family are enzymes that cleave peptides. These proteases require zinc for catalysis.	GO:0006464|cellular protein modification process;GO:0030574|collagen catabolic process;GO:0035987|endodermal cell differentiation;GO:0022617|extracellular matrix disassembly;GO:0006508|proteolysis;GO:0032355|response to estradiol;	GO:0031012|extracellular matrix;GO:0005887|integral component of plasma membrane;GO:0005886|plasma membrane;	GO:0005509|calcium ion binding;GO:0008047|enzyme activator activity;GO:0070006|metalloaminopeptidase activity;GO:0004222|metalloendopeptidase activity;GO:0004252|serine-type endopeptidase activity;GO:0008270|zinc ion binding;	K07995	MMP15; matrix metalloproteinase-15 (membrane-inserted) [EC:3.4.24.-]	12.45086044	8.086168686	8.297001899	10.95538764	6.517352046	8.557129185	2.643030967	2.362264157	2.89208086	4.88356348	1.458343535	3.277505713	19.32427977	10.76288089	15.58944805	16.32009647	14.20087108	12.28513476	2.08285178	1.81456493	1.599616606	1.545340673	2.663549867	2.174854802	13.88397225	12.84447164	14.27721977	14.39716826	19.94412102	20.75399503	1.691103402	1.487727699	1.521161626	2.111675529	2.007389149	1.666086619	15.39544247	16.29704694	16.63130306	16.2052588	20.88923417	21.28342905	1.920005804	4.503754394	2.297425683	2.608935492	2.29255714	1.817051148
sparc	protein_coding	chrNC_030679.1:11519289-11535993:-	gi|45361541|ref|NP_989347.1|	1434	0	SPARC precursor [Xenopus tropicalis]	gi|51491873|ref|NM_204016.2|	1679	0	Xenopus (Silurana) tropicalis secreted protein, acidic, cysteine-rich (osteonectin) (sparc), mRNA	P36378	516	5.00E-180	SPARC	.	.	.	.	pfam10591	SPARC_Ca_bdg	Secreted protein acidic and rich in cysteine Ca binding region. The SPARC_Ca_bdg domain of Secreted Protein Acidic and Rich in Cysteine is responsible for the anti-spreading activity of human urothelial cells. It is rich in alpha-helices. This extracellular calcium-binding domain contains two EF-hands that each coordinates one Ca2+ ion, forming a helix-loop-helix structure that not only drives the conformation of the protein but is also necessary for biological activity. The anti-spreading activity was dependent on the coordination of Ca2+ by a Glu residue at the Z position of EF-hand 2.	GO:0007165|signal transduction;	GO:0005604|basement membrane;GO:0005615|extracellular space;	GO:0005509|calcium ion binding;	.	.	90.07461781	106.6334159	46.15469004	242.5756329	62.56311271	187.2446212	1875.634368	5082.991298	646.6343027	4823.012707	3377.478636	2479.768794	68.45725414	253.2787071	36.53975362	38.4771151	38.49839044	73.15776357	730.890023	186.2957884	319.3103063	318.3674726	573.4460578	1262.843439	98.91722155	23.03780125	87.68539664	65.69752082	83.47046633	64.61231403	1331.561521	277.0652506	475.4091558	744.2681524	191.2194641	1892.503517	52.57844372	203.2488471	61.95305862	209.5620042	80.93655079	61.17639658	520.1795383	3835.430564	450.0591878	3224.156492	800.0476927	1046.630778
tnfsf10l	protein_coding	chrNC_030684.1:18400127-18406521:+	gi|512858823|ref|XP_004916844.1|	1763	0	PREDICTED: tumor necrosis factor ligand superfamily member 10-like isoform X1 [Xenopus tropicalis]	gi|847156288|ref|XM_004916787.2|	1953	0	PREDICTED: Xenopus (Silurana) tropicalis tumor necrosis factor ligand superfamily member 10-like (LOC100497331), transcript variant X1, mRNA	P50591	130	3.00E-32	Tumor necrosis factor ligand superfamily member 10	.	.	.	.	pfam00229	TNF	TNF(tumor Necrosis Factor) family.	GO:0006919|activation of cysteine-type endopeptidase activity involved in apoptotic process;GO:0097296|activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway;GO:0006915|apoptotic process;GO:0007166|cell surface receptor signaling pathway;GO:0007267|cell-cell signaling;GO:0006955|immune response;GO:0008584|male gonad development;GO:1902042|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors;GO:0043065|positive regulation of apoptotic process;GO:0043280|positive regulation of cysteine-type endopeptidase activity involved in apoptotic process;GO:2001238|positive regulation of extrinsic apoptotic signaling pathway;GO:0043123|positive regulation of I-kappaB kinase/NF-kappaB signaling;GO:0090200|positive regulation of release of cytochrome c from mitochondria;GO:1902041|regulation of extrinsic apoptotic signaling pathway via death domain receptors;GO:0032868|response to insulin;GO:0007165|signal transduction;	GO:0070062|extracellular exosome;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005887|integral component of plasma membrane;	GO:0046872|metal ion binding;GO:0005102|receptor binding;	K04721	TNFSF10, TRAIL; tumor necrosis factor ligand superfamily member 10	114.9281128	52.85094988	103.9682216	41.01956768	37.21758406	51.67253849	18.77105635	21.02886446	54.81545179	41.11430818	16.94074087	42.32316458	84.77999162	150.1912159	83.66733913	83.96051927	104.2875673	67.63023188	53.09268628	15.10324942	55.98453929	36.25870394	33.01096077	47.36277383	67.16571931	104.7925493	75.61691608	77.15429507	67.96439225	60.39326783	29.87648415	18.00091936	33.94335655	41.83849301	13.01359141	30.23592028	90.20885414	77.39763969	107.0097992	130.2759355	123.9934177	163.1527562	37.19972908	24.55896702	44.28682342	24.20050727	32.21176644	49.70844862
lox	protein_coding	chrNC_030677.1:161282725-161308889:+	gi|847088760|ref|XP_012821089.1|	2238	0	PREDICTED: protein-lysine 6-oxidase isoform X1 [Xenopus tropicalis]	gi|847088759|ref|XM_012965635.1|	3274	0	PREDICTED: Xenopus (Silurana) tropicalis lysyl oxidase (lox), transcript variant X1, mRNA	P16636	552	0	Protein-lysine 6-oxidase	.	.	.	.	pfam01186	Lysyl_oxidase	Lysyl oxidase.	GO:0035904|aorta development;GO:0030199|collagen fibril organization;GO:0048251|elastic fiber assembly;GO:0007507|heart development;GO:0030324|lung development;GO:0042493|response to drug;GO:0009725|response to hormone;GO:0048545|response to steroid hormone;GO:0042060|wound healing;	GO:0005581|collagen trimer;GO:0005615|extracellular space;GO:0005634|nucleus;GO:0005578|proteinaceous extracellular matrix;	GO:0005507|copper ion binding;GO:0004720|protein-lysine 6-oxidase activity;	K00277	LOX; protein-lysine 6-oxidase [EC:1.4.3.13]	2.164536876	4.00687793	2.230373047	3.312839259	1.857003348	3.264095594	7.45502019	19.73896352	6.136723336	14.85007978	25.25542983	8.946412277	1.669422363	3.691618864	1.228623819	1.571636578	1.376136942	1.707253737	4.540658957	7.247691228	6.022363209	7.17876608	10.71204959	8.728823527	2.529515181	1.002325793	2.081361162	1.76558601	1.630403715	1.27209112	7.330085786	5.285339383	6.000850195	7.308608631	4.632056602	8.825550574	2.688791158	3.594413105	2.453024397	3.408976002	3.56180915	2.957861971	7.329081849	13.62656091	7.637495275	10.4099559	11.9022564	7.333513096
mmp1	protein_coding	chrNC_030678.1:158559069-158569680:+	gi|71896459|ref|NP_001025501.1|	2432	0	matrix metallopeptidase 1 precursor [Xenopus tropicalis]	gi|71896458|ref|NM_001030330.1|	1484	0	Xenopus (Silurana) tropicalis matrix metallopeptidase 1 (mmp1), mRNA	O13065	837	0	Matrix metalloproteinase-18	.	.	.	.	pfam00413	Peptidase_M10	Matrixin. The members of this family are enzymes that cleave peptides. These proteases require zinc for catalysis.	GO:0030574|collagen catabolic process;	GO:0005578|proteinaceous extracellular matrix;	GO:0005509|calcium ion binding;GO:0004222|metalloendopeptidase activity;GO:0008270|zinc ion binding;	.	.	57.91726362	679.9648686	462.4826436	1781.744427	1554.735756	1893.771958	3.037751039	41.57563699	11.96182847	11.95215355	2.731713954	14.09144482	22.85294795	23.57313916	286.1594797	210.8986689	250.4126547	2911.470099	15.02828575	138.3303034	1.410363296	7.197777352	7.68807387	3.593906415	1361.487249	128.9821965	2099.182065	1021.106857	11.25631218	228.2018164	25.36805759	8.559234111	119.6846676	32.24675444	4.487939389	41.90496763	502.033126	1536.790168	171.0635097	974.0686532	196.4520312	954.7489191	2.735464841	4.953341371	1.273481871	44.44866107	1.90139228	3.002642645
fam3d	protein_coding	chrNW_016683370.1:146777-169411:-	gi|55926084|ref|NP_001007503.1|	1047	9.00E-137	family with sequence similarity 3 member D [Xenopus tropicalis]	gi|847117710|ref|XM_012960902.1|	1886	0	PREDICTED: Xenopus (Silurana) tropicalis family with sequence similarity 3, member D (fam3d), transcript variant X2, mRNA	Q5R5C3	236	3.00E-71	Protein FAM3A	.	.	.	.	pfam09591	DUF2463	Protein of unknown function (DUF2463). This protein is found in eukaryotic, parasitic microsporidia. Its function is unknown.	.	GO:0005576|extracellular region;	.	.	.	22.97711582	74.11369935	39.58840906	52.58043691	79.91921631	47.36162455	34.9683935	53.94649994	62.95266062	43.71019866	56.83807651	41.88632334	12.66525711	67.2913941	21.88229141	16.85018724	14.52447762	27.77354223	34.64005573	69.47542897	65.25605442	56.1035304	31.98892041	58.90573976	26.88470701	25.1092063	22.059191	17.36114924	14.20270704	15.28036064	54.17325454	46.90677257	59.71421046	56.86746663	31.81056887	48.2443024	12.31596639	22.05849329	28.08707617	17.14400977	17.15439469	18.02269113	27.54233444	29.2897622	70.57350528	40.84015824	44.43533812	55.22391311
trak2	protein_coding	chrNC_030685.1:49057888-49088681:-	gi|512866633|ref|XP_004917836.1|	4125	0	PREDICTED: trafficking kinesin-binding protein 2 isoform X1 [Xenopus tropicalis]	gi|847166525|ref|XM_004917779.2|	5092	0	PREDICTED: Xenopus (Silurana) tropicalis trafficking protein, kinesin binding 2 (trak2), transcript variant X1, mRNA	O60296	848	0	Trafficking kinesin-binding protein 2	.	.	.	.	pfam04849	HAP1_N	HAP1 N-terminal conserved region. This family represents an N-terminal conserved region found in several huntingtin-associated protein 1 (HAP1) homologues. HAP1 binds to huntingtin in a polyglutamine repeat-length-dependent manner. However, its possible role in the pathogenesis of Huntington's disease is unclear. This family also includes a similar N-terminal conserved region from hypothetical protein products of ALS2CR3 genes found in the human juvenile amyotrophic lateral sclerosis critical region 2q33-2q34.	GO:0006493|protein O-linked glycosylation;GO:0006605|protein targeting;GO:0006357|regulation of transcription from RNA polymerase II promoter;	GO:0005737|cytoplasm;GO:0005769|early endosome;GO:0005739|mitochondrion;GO:0005634|nucleus;GO:0005886|plasma membrane;	GO:0050811|GABA receptor binding;GO:0005102|receptor binding;	K15374	TRAK2, GRIF1; trafficking kinesin-binding protein 2	75.21045814	34.20382104	39.32699356	36.02126723	23.06100711	40.82532054	6.733776931	6.863311313	6.246378214	7.891679214	5.162025021	5.721089854	82.61195623	36.80172673	78.53713222	76.04032569	87.1295042	49.42466581	5.524447028	6.297607697	4.659709664	4.914199512	5.580261477	5.959081376	53.61733566	59.64429202	70.6842404	69.95030243	79.04456651	85.28240791	6.071626712	5.56878821	5.778399681	5.635347598	5.041823851	4.95487633	75.28405357	72.52055714	75.84399893	75.8094173	90.57193502	78.68717178	5.955699968	5.180674587	5.79812572	6.407974149	6.18527203	7.4398825
svbp	protein_coding	chrNW_016684385.1:1720-8787:-	gi|847175562|ref|XP_012810579.1|	322	2.00E-34	PREDICTED: coiled-coil domain-containing protein 23 [Xenopus tropicalis]	gi|110289764|emb|CU025074.1|	537	0	Xenopus tropicalis finished cDNA, clone TTpA034n18	Q32LJ0	94.7	3.00E-23	Small vasohibin-binding protein	.	.	.	.	pfam14303	NAM-associated	No apical meristem-associated C-terminal domain. This domain is found in a number of different types of plant proteins including NAM-like proteins.	GO:0010596|negative regulation of endothelial cell migration;GO:0031397|negative regulation of protein ubiquitination;GO:0009306|protein secretion;	GO:0045177|apical part of cell;GO:0005576|extracellular region;	.	.	.	7.768676321	8.440632099	10.06617301	10.76793526	8.578605634	12.74784448	11.95024871	14.58412475	14.76310664	15.59322413	14.28834444	22.88815365	13.94705942	25.67431143	14.83706763	12.46469118	12.16159427	14.07035715	12.1570644	16.70538554	17.51552904	22.4982471	20.14140306	22.79749932	12.40020653	15.7166984	17.26034684	19.66021583	12.77591532	15.35247987	22.39659645	12.56249465	14.650583	16.05792694	19.58871629	19.14127298	7.98301803	7.917537766	7.790737772	11.96990216	8.200196162	7.091332048	16.93617342	17.5291555	13.10264246	16.80118234	13.88905292	12.33562233
adamts1	protein_coding	chrNC_030678.1:13984311-13993034:+	gi|188528959|ref|NP_001120905.1|	4938	0	A disintegrin and metalloproteinase with thrombospondin motifs 1 precursor [Xenopus tropicalis]	gi|188528958|ref|NM_001127433.1|	4466	0	Xenopus tropicalis ADAM metallopeptidase with thrombospondin type 1 motif 1 (adamts1), mRNA	Q9UHI8	1370	0	A disintegrin and metalloproteinase with thrombospondin motifs 1	.	.	.	.	pfam05986	ADAM_spacer1	ADAM-TS Spacer 1. This family represents the Spacer-1 region from the ADAM-TS family of metalloproteinases.	GO:0060347|heart trabecula formation;GO:0007229|integrin-mediated signaling pathway;GO:0001822|kidney development;GO:0008285|negative regulation of cell proliferation;GO:0001542|ovulation from ovarian follicle;	GO:0005604|basement membrane;GO:0005737|cytoplasm;GO:0031410|cytoplasmic vesicle;	GO:0008201|heparin binding;GO:0004222|metalloendopeptidase activity;GO:0008237|metallopeptidase activity;GO:0008270|zinc ion binding;	K08617	ADAMTS1; a disintegrin and metalloproteinase with thrombospondin motifs 1 [EC:3.4.24.-]	10.45270254	6.443738514	6.848347951	8.628051665	10.347726	6.058218017	19.74625237	13.61336806	30.28478728	17.43459846	34.46181406	8.5845426	4.910522011	20.47973099	4.912198874	4.539075408	2.67045166	5.317641893	24.76338702	27.61679706	13.88122224	12.88244537	11.70500215	8.646974882	4.368959789	3.153274716	3.798635485	3.909687332	5.578756581	2.6724549	11.72765604	29.83583028	24.68469653	28.03552941	15.72050369	14.61380046	3.285435756	5.214654849	8.653962375	3.009806312	4.17646159	5.182380674	7.272399275	11.06173983	25.48209013	16.04958116	15.97069069	14.83030311
nid2	protein_coding	chrNC_030684.1:74879973-74925486:+	gi|847152618|ref|XP_012823263.1|	7812	0	PREDICTED: nidogen-2 isoform X1 [Xenopus tropicalis]	gi|847152617|ref|XM_012967809.1|	5237	0	PREDICTED: Xenopus (Silurana) tropicalis nidogen 2 (osteonidogen) (nid2), transcript variant X1, mRNA	Q14112	186	7.00E-46	Nidogen-2	.	.	.	.	pfam07474	G2F	G2F domain. Nidogen, an invariant component of basement membranes, is a multifunctional protein that interacts with most other major basement membrane proteins. The G2 fragment or (G2F domain) contains binding sites for collagen IV and perlecan. The structure is composed of an 11-stranded beta-barrel with a central helix. This domain is structurally related to that of green fluorescent protein pfam01353. A large surface patch on the beta-barrel is conserved in all metazoan nidogens.	GO:0071711|basement membrane organization;GO:0007155|cell adhesion;GO:0007160|cell-matrix adhesion;GO:0030198|extracellular matrix organization;	GO:0005604|basement membrane;GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005576|extracellular region;	GO:0005509|calcium ion binding;GO:0005518|collagen binding;	K06826	NID; nidogen (entactin)	4.377972235	4.822693217	3.290821814	7.478161584	3.679268308	6.239018414	5.54259787	6.965467665	4.75780988	10.70958186	2.685365662	7.493209101	3.730878001	5.418692259	3.275216963	3.975656408	2.799378621	6.213146399	4.669399576	2.767003114	4.178142114	3.998656988	3.501251896	5.380190409	6.616505271	3.953224987	3.82281701	3.858751834	5.455880116	4.67287625	5.088511493	3.520423378	4.575904091	5.163305595	3.293673956	6.439986848	3.060629851	6.132077518	4.494155625	4.503223938	3.597716919	3.765483718	4.479265918	9.05327538	4.37932348	6.506198995	4.632989153	4.384774276
creg1	protein_coding	chrNC_030678.1:1993154-1999642:-	gi|301613575|ref|XP_002936276.1|	1043	6.00E-134	PREDICTED: protein CREG1 [Xenopus tropicalis]	gi|847106670|ref|XM_002936230.3|	2346	0	PREDICTED: Xenopus (Silurana) tropicalis cellular repressor of E1A-stimulated genes 1 (creg1), mRNA	O75629	248	6.00E-75	Protein CREG1	.	.	.	.	pfam13883	Pyrid_oxidase_2	Pyridoxamine 5'-phosphate oxidase.	GO:0008283|cell proliferation;GO:0007275|multicellular organism development;GO:0040008|regulation of growth;GO:0006357|regulation of transcription from RNA polymerase II promoter;	GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005667|transcription factor complex;	GO:0010181|FMN binding;GO:0016491|oxidoreductase activity;GO:0003714|transcription corepressor activity;	.	.	51.99834933	45.88860223	25.92381938	44.35125228	32.24072898	27.44017623	45.94906297	25.44596249	112.8401695	26.44701995	55.00935024	24.76021943	31.4749058	17.82380506	32.15734792	26.50619195	28.1264014	35.54918187	67.0617813	51.39476213	69.02312319	33.29953063	59.98462738	24.46304792	34.12795767	35.57909551	29.76691586	27.99656211	37.94000443	31.28877299	29.33461673	27.12694349	25.14002003	25.97918672	37.87317715	29.85806408	35.29674216	53.6853869	33.3390957	49.58049094	43.23292349	29.88044236	44.10115772	25.39928741	19.55834249	35.7096912	32.72625947	37.67896357
col5a2	protein_coding	chrNC_030685.1:39677783-39793267:+	gi|512867119|ref|XP_002931546.2|	2285	0	PREDICTED: collagen alpha-2(V) chain [Xenopus tropicalis]	gi|847166874|ref|XM_002931500.3|	6892	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type V, alpha 2 (col5a2), mRNA	P05997	58.2	1.00E-06	Collagen alpha-2(V) chain	.	.	.	.	pfam01410	COLFI	Fibrillar collagen C-terminal domain. Found at C-termini of fibrillar collagens: Ephydatia muelleri procollagen EMF1 alpha, vertebrate collagens alpha(1)III, alpha(1)II, alpha(2)V etc.	GO:0071230|cellular response to amino acid stimulus;GO:0030574|collagen catabolic process;GO:0030199|collagen fibril organization;GO:0030198|extracellular matrix organization;GO:0048592|eye morphogenesis;GO:1903225|negative regulation of endodermal cell differentiation;GO:0001503|ossification;GO:0001501|skeletal system development;GO:0043588|skin development;	GO:0005588|collagen type V trimer;GO:0005788|endoplasmic reticulum lumen;GO:0031012|extracellular matrix;GO:0005576|extracellular region;	GO:0005201|extracellular matrix structural constituent;GO:0046872|metal ion binding;	.	.	10.6722734	12.26779056	6.992001603	18.71940385	7.962230845	14.39627083	41.52745952	59.25310777	27.97800041	88.19554595	38.62491248	70.3259851	8.686548619	16.51857754	6.777189683	7.21475142	6.573886003	10.35133162	26.72657068	11.45455629	19.11448414	18.42312964	22.56566234	32.37634883	11.81984565	4.114020678	10.19940193	8.001315643	12.55180365	7.346803107	37.20019381	21.22701306	26.99513718	25.18434068	13.33390001	43.55067443	7.526267777	15.37250562	9.925963857	15.84309779	10.07936826	10.20458914	23.01404214	70.79128631	24.00008036	58.90397616	32.26769642	35.10894127
twsg2	protein_coding	chrNC_030677.1:127448458-127457611:-	gi|62751630|ref|NP_001015756.1|	1283	7.00E-175	twisted gastrulation homolog 2 [Xenopus tropicalis]	gi|62751629|ref|NM_001015756.1|	1195	0	Xenopus (Silurana) tropicalis twisted gastrulation homolog 2 (twsg2), mRNA	Q98T88	200	4.00E-60	Twisted gastrulation protein homolog 1-A	.	.	.	.	pfam04668	Tsg	Twisted gastrulation (Tsg) protein conserved region. Tsg was identified in Drosophila as being required to specify the dorsal-most structures in the embryo, for example amnioserosa. Biochemical experiments have revealed three key properties of Tsg: it can synergistically inhibit Dpp/BMP action in both Drosophila and vertebrates by forming a tripartite complete between itself, SOG/chordin and a BMP ligand; Tsg seems to enhance the Tld/BMP-1-mediated cleavage rate of SOG/chordin and may change the preference of site utilisation; Tsg can promote the dissociation of chordin cysteine-rich-containing fragments from the ligand to inhibit BMP signalling.	GO:0007275|multicellular organism development;	GO:0005576|extracellular region;	.	.	.	5.796882705	4.543058856	4.724378055	5.967830985	3.953011034	3.864599487	35.18801124	29.64609933	23.58873115	38.25845054	39.09411182	39.13334889	11.84317893	12.06976741	6.760303742	9.259092277	8.212510894	6.515429156	30.33643115	12.33347382	26.3827296	25.29432333	23.91344818	46.99131265	6.656553363	3.542589609	9.405314039	7.076476438	13.11693037	6.417915022	37.82000173	20.223967	29.76789763	27.18632356	20.38711049	38.24581092	3.532427667	6.953617968	5.740341012	5.950266083	6.405234455	4.832348685	20.12354791	29.20103291	26.27155802	40.38408722	31.99050138	26.46508387
col1a1	protein_coding	chrNC_030686.1:13936262-13962423:+	gi|58332412|ref|NP_001011005.1|	1566	0	collagen alpha-1(I) chain precursor [Xenopus tropicalis]	gi|58332411|ref|NM_001011005.1|	5663	0	Xenopus (Silurana) tropicalis collagen, type I, alpha 1 (col1a1), mRNA	Q9YIB4	60.8	1.00E-07	Collagen alpha-1(I) chain	.	.	.	.	pfam01410	COLFI	Fibrillar collagen C-terminal domain. Found at C-termini of fibrillar collagens: Ephydatia muelleri procollagen EMF1 alpha, vertebrate collagens alpha(1)III, alpha(1)II, alpha(2)V etc.	.	GO:0005581|collagen trimer;GO:0005578|proteinaceous extracellular matrix;	GO:0005201|extracellular matrix structural constituent;GO:0046872|metal ion binding;	.	.	62.07944491	51.38375626	25.04804007	104.5079644	30.01232524	69.57340872	990.4313191	2228.003505	313.663733	2434.00497	3630.414817	1044.302325	41.47982176	79.78721712	22.33734407	18.30535661	21.65623721	42.85004987	325.4610679	60.38021939	119.9768908	106.7627841	298.962926	521.179893	66.60924951	16.30538753	52.33139251	27.11530629	59.69319416	32.17046701	579.2668529	139.0357216	254.0230798	351.677976	54.41783541	907.5736055	33.39108849	116.3209112	43.45469959	98.55644807	51.19678056	37.44067292	174.1416209	1715.380225	199.5130481	1567.502894	408.5550102	683.2856078
