GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Llun1	Llun2	Llun3	Llun4	Llun5	Llun6	Lmus1	Lmus2	Lmus3	Lmus4	Lmus5	Lmus6	LMlun1	LMlun2	LMlun3	LMlun4	LMlun5	LMlun6	LMmus1	LMmus2	LMmus3	LMmus4	LMmus5	LMmus6	Mlun1	Mlun2	Mlun3	Mlun4	Mlun5	Mlun6	Mmus1	Mmus2	Mmus3	Mmus4	Mmus5	Mmus6	MLlun1	MLlun2	MLlun3	MLlun4	MLlun5	MLlun6	MLmus1	MLmus2	MLmus3	MLmus4	MLmus5	MLmus6
col6a3	protein_coding	chrNC_030685.1:55178804-55266755:-	gi|512867316|ref|XP_002932067.2|	11604	0	PREDICTED: collagen alpha-3(VI) chain isoform X1 [Xenopus tropicalis]	gi|847166752|ref|XM_002932021.3|	11067	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type VI, alpha 3 (col6a3), transcript variant X1, mRNA	P15989	1061	0	Collagen alpha-3(VI) chain	.	.	.	.	pfam00092	VWA	von Willebrand factor type A domain.	GO:0007155|cell adhesion;	GO:0005581|collagen trimer;GO:0005578|proteinaceous extracellular matrix;	GO:0004867|serine-type endopeptidase inhibitor activity;	.	.	104.5756243	47.80702258	48.23168015	57.18080142	53.32286186	39.55286966	11.34697259	7.838557678	4.749500446	11.70536394	10.17988496	15.71464389	45.03235437	37.27215921	43.83332535	22.64806359	43.01697887	49.03809794	4.310930695	3.062276801	4.351366658	5.214974997	3.60651916	9.001934915	39.31752366	34.43774376	26.21966363	40.99145882	26.92763449	27.47591468	9.510284282	5.392679978	2.478208128	6.933143235	2.872035493	5.033766636	33.50845879	81.90197283	38.52051187	67.02944209	41.86690583	47.5743703	5.963786434	10.98862041	6.279814812	20.56546363	14.93488675	15.58876211
nell2	protein_coding	chrNC_030679.1:54574219-54690283:+	gi|148235875|ref|NP_001090754.1|	4339	0	protein kinase C-binding protein NELL2 precursor [Xenopus tropicalis]	gi|148235874|ref|NM_001097285.1|	3892	0	Xenopus (Silurana) tropicalis neural EGFL like 2 (nell2), mRNA	A2VCU8	1675	0	Protein kinase C-binding protein NELL2	.	.	.	.	pfam12947	EGF_3	EGF domain. This family includes a variety of EGF-like domain homologues. This family includes the C-terminal domain of the malaria parasite MSP1 protein.	.	GO:0005576|extracellular region;	GO:0005509|calcium ion binding;	.	.	52.10046136	26.99226559	26.17602972	21.63869786	41.23834161	18.27919922	7.611411672	7.585549786	5.863228956	6.996334474	9.468067693	7.491862182	25.92686736	15.82123857	30.51063404	11.64748415	29.79493187	19.77702171	4.93153158	4.132450337	5.023372844	4.312503059	4.263876106	5.697888501	23.85707966	15.33051312	11.96093973	34.15278289	12.71011661	18.89480934	5.550545383	3.969030621	3.336837903	5.303216623	4.679754267	3.388795733	22.59746802	42.38291273	38.45962523	42.5748635	43.18213963	44.62881215	6.810598492	8.522520602	8.006068353	11.82133202	14.05811222	7.005094466
loxl1	protein_coding	chrNC_030679.1:82947858-82954271:+	gi|156717522|ref|NP_001096301.1|	2232	0	lysyl oxidase homolog 1 precursor [Xenopus tropicalis]	gi|156717521|ref|NM_001102831.1|	2300	0	Xenopus tropicalis lysyl oxidase like 1 (loxl1), mRNA	Q08397	84.3	2.00E-15	Lysyl oxidase homolog 1	.	.	.	.	pfam01186	Lysyl_oxidase	Lysyl oxidase.	GO:0035904|aorta development;GO:0030198|extracellular matrix organization;GO:0055114|oxidation-reduction process;GO:0018277|protein deamination;GO:0032496|response to lipopolysaccharide;	GO:0001669|acrosomal vesicle;GO:0005604|basement membrane;GO:0005576|extracellular region;GO:0005615|extracellular space;	GO:0005507|copper ion binding;GO:0016641|oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor;	K14678	LOXL1; lysyl oxidase-like protein 1 [EC:1.4.3.-]	89.80373053	65.16210656	53.94202924	99.44175177	71.16740335	53.85450739	5.900693574	4.347774954	4.162990677	8.897588405	5.647145563	11.19364962	47.74236174	61.83550853	44.36648121	44.43502561	50.55486528	66.21360715	1.801558683	1.741325899	2.424609422	3.104092923	1.959630024	4.160985702	64.10389052	50.72210248	50.99059459	64.51011704	59.6582394	64.26534419	5.653714793	3.513153955	1.68073468	3.618595797	2.462727887	2.181681131	50.649615	79.53237308	64.73459236	77.42266552	68.46337819	67.41854201	4.409445089	6.920153506	6.548795894	15.80054032	11.48941121	14.17880693
LOC100496716	protein_coding	chrNC_030683.1:74219445-74235579:+	gi|512853816|ref|XP_002942520.2|	1045	8.00E-129	PREDICTED: interleukin-18 [Xenopus tropicalis]	gi|847148398|ref|XM_002942474.3|	2671	0	PREDICTED: Xenopus (Silurana) tropicalis interleukin-18 (LOC100496716), mRNA	Q9TU73	60.1	1.00E-08	Interleukin-18	.	.	.	.	pfam00340	IL1	Interleukin-1 / 18. This family includes interleukin-1 and interleukin-18.	GO:0001525|angiogenesis;GO:0071222|cellular response to lipopolysaccharide;GO:0071407|cellular response to organic cyclic compound;GO:0006955|immune response;GO:0006954|inflammatory response;GO:0042095|interferon-gamma biosynthetic process;GO:0031663|lipopolysaccharide-mediated signaling pathway;GO:0000165|MAPK cascade;GO:0030101|natural killer cell activation;GO:0045662|negative regulation of myoblast differentiation;GO:0042104|positive regulation of activated T cell proliferation;GO:0010628|positive regulation of gene expression;GO:0032725|positive regulation of granulocyte macrophage colony-stimulating factor production;GO:0032729|positive regulation of interferon-gamma production;GO:0032740|positive regulation of interleukin-17 production;GO:0032819|positive regulation of natural killer cell proliferation;GO:0042346|positive regulation of NF-kappaB import into nucleus;GO:0051142|positive regulation of NK T cell proliferation;GO:0042088|T-helper 1 type immune response;	GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005622|intracellular;	GO:0005125|cytokine activity;	K05482	IL18, IL1F4; interleukin 18	1.790915131	3.155625415	2.039377513	3.300327346	1.326513915	1.778193437	0.151219189	0.197180974	0.153134978	0.185048369	0.059582869	0.206178901	3.754799668	5.271499667	2.332230949	5.053897797	2.021438222	2.157556988	0.319124626	0.394864432	0.311380707	0.341916404	0.091348705	0.351063832	6.072307023	5.804123952	13.54891392	2.787922002	7.491389492	4.860233046	0.302690521	0.40485266	0.407409183	0.313073534	0.185817033	0.17919741	3.146781046	3.311320547	2.41940163	2.306369121	2.219863184	2.225982771	0.309656008	0.278814558	0.286308005	0.252164923	0.2439187	0.481926295
pdgfrl	protein_coding	chrNC_030677.1:33242606-33275149:+	gi|71896169|ref|NP_001025586.1|	1907	0	platelet-derived growth factor receptor-like protein precursor [Xenopus tropicalis]	gi|402766827|ref|NM_001030415.2|	1597	0	Xenopus (Silurana) tropicalis platelet-derived growth factor receptor-like (pdgfrl), mRNA	Q15198	540	0	Platelet-derived growth factor receptor-like protein	.	.	.	.	pfam07679	I-set	Immunoglobulin I-set domain.	.	GO:0005576|extracellular region;	GO:0004992|platelet activating factor receptor activity;GO:0005019|platelet-derived growth factor beta-receptor activity;	.	.	79.79185657	53.223072	68.60709973	42.19768855	52.89087629	42.25696306	20.24708692	13.52552466	9.78302809	26.71275517	15.97916653	21.71768886	49.19623081	23.14190079	48.93876364	38.28295092	37.95461394	58.0320606	8.98649697	12.77466169	9.248293794	8.604947964	5.106335498	12.19082123	44.90788376	49.79548031	23.46605096	41.23235494	33.15794609	43.75862578	18.65251823	16.28935384	5.088677802	26.83427611	9.397812572	11.84552745	50.51747088	73.57408756	47.16568412	67.49602721	62.42985175	60.96711312	9.685120654	15.23400558	15.40276794	34.03538568	24.59629535	26.08416033
c1qtnf1	protein_coding	chrNC_030685.1:11842355-11853886:-	gi|163915089|ref|NP_001106527.1|	1379	0	complement C1q tumor necrosis factor-related protein 8 precursor [Xenopus tropicalis]	gi|847162294|ref|XM_012970010.1|	1150	0	PREDICTED: Xenopus (Silurana) tropicalis C1q and tumor necrosis factor related protein 1 (c1qtnf1), transcript variant X1, mRNA	Q5XIG2	295	5.00E-96	Complement C1q tumor necrosis factor-related protein 1	.	.	.	.	pfam00386	C1q	C1q domain. C1q is a subunit of the C1 enzyme complex that activates the serum complement system.	.	GO:0005581|collagen trimer;GO:0005576|extracellular region;	.	.	.	20.60459985	21.28487734	20.8695521	16.51853162	17.32378606	15.6524945	5.712377188	4.999441172	3.005799935	7.222245987	8.495558599	7.25400124	16.66533944	16.14982062	15.20378568	16.15009768	14.31953333	16.50318344	2.923575912	3.205969033	5.705264096	5.698259856	2.50347877	3.841373757	14.03508958	13.69807889	12.25571411	12.54110792	13.06558168	13.87040902	6.38974425	2.825722626	1.798990869	3.768248333	3.039414592	3.428877512	13.71669629	19.05388337	20.66543546	26.12427177	21.59983829	22.08737339	2.924350954	6.738967015	10.88239039	11.92079684	9.24602839	10.16797178
olfml3	protein_coding	chrNC_030678.1:67665487-67675124:-	gi|118403662|ref|NP_001072318.1|	2182	0	olfactomedin-like protein 3 precursor [Xenopus tropicalis]	gi|847088505|ref|XM_012965130.1|	3399	0	PREDICTED: Xenopus (Silurana) tropicalis olfactomedin-like 3 (olfml3), transcript variant X1, mRNA	Q0V9V5	843	0	Olfactomedin-like protein 3	.	.	.	.	pfam02191	OLF	Olfactomedin-like domain.	GO:0007275|multicellular organism development;	GO:0005576|extracellular region;	.	.	.	75.86014396	56.11493807	63.99290114	57.87098364	62.05753072	41.69091566	15.1337337	11.60687627	10.41838477	22.46619714	17.08023145	24.61711084	58.20661788	41.893558	62.00136933	42.4206474	55.57446472	59.73869375	9.719989683	8.225960025	11.13012803	10.72227136	5.898069396	11.82956631	52.85305257	52.13396059	37.91379236	60.21354483	43.8490054	51.9937464	19.43510231	11.74807562	6.538778372	17.46271347	8.924112532	7.249202651	56.95408586	75.94596749	57.75610855	79.26289886	78.65448179	69.26739986	10.32993145	16.42295941	16.90037939	27.15342822	26.91738357	18.2472196
dcn	protein_coding	chrNC_030679.1:46045982-46203793:-	gi|154147680|ref|NP_001093704.1|	1756	0	decorin precursor [Xenopus tropicalis]	gi|847107955|ref|XM_012958377.1|	2934	0	PREDICTED: Xenopus (Silurana) tropicalis decorin (dcn), transcript variant X2, mRNA	Q9DE68	533	2.00E-180	Decorin	alr0124_1	60.8	1.00E-08	COG4886	pfam13855	LRR_8	Leucine rich repeat.	.	GO:0005578|proteinaceous extracellular matrix;	.	K04660	DCN; decorin	399.4261036	189.2468867	236.7016491	212.0043463	241.7685339	164.2122303	48.4928486	33.22089428	28.12190964	116.2129879	37.34475899	108.6465298	262.5348481	133.9064315	235.9154132	116.6302376	196.4109623	211.6774458	22.83953297	9.604028898	26.98036557	30.44909814	18.45173043	39.54312233	186.9345786	180.598545	110.9414101	212.8489899	113.2966092	124.3863619	89.15417134	38.93560264	24.01778553	54.62064188	20.09560426	34.61929908	169.0626025	309.1039296	188.3053828	306.5370747	252.8036368	211.8684277	23.5884064	51.93999898	36.84377742	147.4403412	53.28551699	92.91094701
col1a1	protein_coding	chrNC_030686.1:13936262-13962423:+	gi|58332412|ref|NP_001011005.1|	1566	0	collagen alpha-1(I) chain precursor [Xenopus tropicalis]	gi|58332411|ref|NM_001011005.1|	5663	0	Xenopus (Silurana) tropicalis collagen, type I, alpha 1 (col1a1), mRNA	Q9YIB4	60.8	1.00E-07	Collagen alpha-1(I) chain	.	.	.	.	pfam01410	COLFI	Fibrillar collagen C-terminal domain. Found at C-termini of fibrillar collagens: Ephydatia muelleri procollagen EMF1 alpha, vertebrate collagens alpha(1)III, alpha(1)II, alpha(2)V etc.	.	GO:0005581|collagen trimer;GO:0005578|proteinaceous extracellular matrix;	GO:0005201|extracellular matrix structural constituent;GO:0046872|metal ion binding;	.	.	1225.081838	416.9277648	478.2835045	575.4217331	550.4320908	351.797982	353.1531939	153.3372482	82.35381831	345.8816205	189.0843277	401.6472176	607.5394002	286.0730904	346.6765686	163.6361132	339.916802	488.2557109	41.76083877	15.60461977	27.38180552	33.32291734	17.69111989	96.16605974	345.2307891	370.6000042	176.9848916	376.1744316	207.7227817	265.5579626	151.3803995	49.08253522	27.55370282	58.75594742	15.91046227	73.45274628	279.6461759	875.5719524	441.0020192	574.1817534	435.2231819	425.5357361	39.67838004	196.9356147	40.9873785	415.7068294	137.1214178	139.4882122
nampt	protein_coding	chrNC_030679.1:67220810-67247172:+	gi|58332628|ref|NP_001011388.1|	2559	0	nicotinamide phosphoribosyltransferase [Xenopus tropicalis]	gi|89886121|ref|NM_001011388.2|	2507	0	Xenopus (Silurana) tropicalis nicotinamide phosphoribosyltransferase (nampt), mRNA	Q52I78	887	0	Nicotinamide phosphoribosyltransferase	PM0999	392	7.00E-126	COG1488	pfam04095	NAPRTase	Nicotinate phosphoribosyltransferase (NAPRTase) family. Nicotinate phosphoribosyltransferase (EC:2.4.2.11) is the rate limiting enzyme that catalyses the first reaction in the NAD salvage synthesis. This family also includes Pre-B cell enhancing factor that is a cytokine. This family is related to Quinolinate phosphoribosyltransferase pfam01729.	GO:0032922|circadian regulation of gene expression;GO:0009435|NAD biosynthetic process;GO:0051770|positive regulation of nitric-oxide synthase biosynthetic process;GO:0045944|positive regulation of transcription from RNA polymerase II promoter;	GO:0030054|cell junction;GO:0005737|cytoplasm;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005654|nucleoplasm;	GO:0047280|nicotinamide phosphoribosyltransferase activity;GO:0004514|nicotinate-nucleotide diphosphorylase (carboxylating) activity;	K03462	NAMPT; nicotinamide phosphoribosyltransferase [EC:2.4.2.12]	9.681400582	18.05186853	14.23478596	16.7934776	10.64566749	12.82325226	20.86442718	19.46940012	24.71909672	25.78650291	22.73820911	21.13936816	21.71079934	19.59878594	13.91800782	25.18402879	13.29525266	10.25166421	21.84275191	10.88704092	18.078488	15.49283853	18.48970138	18.46433972	18.04135947	39.97585583	78.12246913	14.77266615	23.70469058	23.87039629	12.68736608	18.07000801	14.61601077	29.38717108	17.00323358	16.54863241	22.5698011	13.70940355	10.28477068	19.26914179	10.79107152	12.35016104	30.21545457	24.72712314	19.46950535	17.31362892	18.05432515	15.518634
col3a1	protein_coding	chrNC_030685.1:39803845-39864240:-	gi|218847780|ref|NP_001136379.1|	1436	1.00E-166	collagen alpha-1(III) chain precursor [Xenopus tropicalis]	gi|218847779|ref|NM_001142907.1|	5222	0	Xenopus (Silurana) tropicalis collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant) (col3a1), mRNA	P13941	147	4.00E-34	Collagen alpha-1(III) chain	.	.	.	.	pfam01410	COLFI	Fibrillar collagen C-terminal domain. Found at C-termini of fibrillar collagens: Ephydatia muelleri procollagen EMF1 alpha, vertebrate collagens alpha(1)III, alpha(1)II, alpha(2)V etc.	GO:0007568|aging;GO:0060414|aorta smooth muscle tissue morphogenesis;GO:0007160|cell-matrix adhesion;GO:0071230|cellular response to amino acid stimulus;GO:0021987|cerebral cortex development;GO:0030199|collagen fibril organization;GO:0048565|digestive tract development;GO:0007507|heart development;GO:0007229|integrin-mediated signaling pathway;GO:0050777|negative regulation of immune response;GO:2001223|negative regulation of neuron migration;GO:0018149|peptide cross-linking;GO:0035025|positive regulation of Rho protein signal transduction;GO:0034097|response to cytokine;GO:0009612|response to mechanical stimulus;GO:0009314|response to radiation;GO:0001501|skeletal system development;GO:0043588|skin development;GO:0007179|transforming growth factor beta receptor signaling pathway;GO:0042060|wound healing;	GO:0005586|collagen type III trimer;GO:0031012|extracellular matrix;GO:0005615|extracellular space;	GO:0005201|extracellular matrix structural constituent;GO:0046872|metal ion binding;	.	.	1139.448386	459.8421777	459.424805	627.6162562	512.8782085	520.4962853	204.0652051	127.2701475	52.53090397	290.7517826	163.9834012	384.9958408	556.8605905	416.2515742	393.8420073	199.6193594	359.6285725	480.8836362	49.49444633	12.75676286	43.7667305	47.09469868	23.692494	119.4971046	445.6007118	434.3805425	271.4775674	398.4284282	260.9733605	296.534217	192.1601958	53.23853053	33.03837604	54.14162577	18.60083688	66.39429613	216.9501293	1016.524902	357.9725703	775.3879455	428.952382	402.2399156	40.19431279	284.4406109	68.9872927	530.7254022	184.3259224	232.3482728
col5a1	protein_coding	chrNW_016683374.1:960968-1101225:+	gi|512857820|ref|XP_004916702.1|	1961	0	PREDICTED: collagen alpha-1(V) chain isoform X1 [Xenopus tropicalis]	gi|847157796|ref|XM_004916645.2|	10830	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type V, alpha 1 (col5a1), transcript variant X1, mRNA	P20908	65.1	1.00E-08	Collagen alpha-1(V) chain	.	.	.	.	pfam01410	COLFI	Fibrillar collagen C-terminal domain. Found at C-termini of fibrillar collagens: Ephydatia muelleri procollagen EMF1 alpha, vertebrate collagens alpha(1)III, alpha(1)II, alpha(2)V etc.	GO:0001568|blood vessel development;GO:0007155|cell adhesion;GO:0016477|cell migration;GO:0032964|collagen biosynthetic process;GO:0030574|collagen catabolic process;GO:0030199|collagen fibril organization;GO:0030198|extracellular matrix organization;GO:0048592|eye morphogenesis;GO:0003007|heart morphogenesis;GO:0045112|integrin biosynthetic process;GO:1903225|negative regulation of endodermal cell differentiation;GO:0051128|regulation of cellular component organization;GO:0043588|skin development;GO:0035989|tendon development;GO:0035313|wound healing, spreading of epidermal cells;	GO:0005604|basement membrane;GO:0005588|collagen type V trimer;GO:0005788|endoplasmic reticulum lumen;GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005576|extracellular region;	GO:0005201|extracellular matrix structural constituent;GO:0008201|heparin binding;GO:0005178|integrin binding;GO:0046872|metal ion binding;GO:0048407|platelet-derived growth factor binding;GO:0043394|proteoglycan binding;	.	.	90.22321368	45.25813226	49.35251321	56.57568329	50.26671282	35.48179237	16.30368459	10.63305991	6.464922812	14.60609501	13.92505464	21.50618752	61.21445451	31.96449546	49.64404061	29.52678657	49.45544947	61.88831902	5.799197198	3.598022719	5.378413729	4.973749016	3.533630463	9.866562485	44.78642028	39.74718237	30.78283406	48.5983123	32.33179102	31.0126235	13.11965496	7.275262624	4.047049435	8.116280045	3.524206026	6.147743593	37.9408508	77.24852058	55.10275534	60.42927035	47.65417308	50.85515791	6.061351175	13.4902346	7.526278031	25.17541211	17.77092739	17.08366511
grn	protein_coding	chrNC_030686.1:9263066-9286816:+	gi|133777115|gb|AAH91093.2|	3495	0	GRN protein [Xenopus tropicalis]	gi|60551345|gb|BC091093.1|	1394	0	Xenopus tropicalis GRN protein, mRNA (cDNA clone MGC:108442 IMAGE:7025242), complete cds	P23785	94.7	1.00E-18	Granulins	.	.	.	.	pfam00396	Granulin	Granulin.	GO:0035988|chondrocyte proliferation;GO:0060179|male mating behavior;GO:0061351|neural precursor cell proliferation;GO:0060999|positive regulation of dendritic spine development;GO:0010976|positive regulation of neuron projection development;GO:0032355|response to estradiol;GO:0048488|synaptic vesicle endocytosis;	GO:0005623|cell;GO:0005615|extracellular space;GO:0045202|synapse;	.	.	.	40.2855828	42.95917566	36.86108653	54.62470404	40.22515319	39.52316361	4.218719288	4.438486119	4.179292883	4.057473196	5.013837966	5.537627854	64.04093147	51.86844738	38.17359322	53.63896583	45.0890054	35.70616576	9.473393086	14.06927695	4.845388582	11.07518565	7.119039674	6.701917519	52.33466722	73.74481954	139.6460407	41.36314837	90.07498568	58.82255996	7.801958622	12.58365373	9.598309098	7.642371267	10.65898936	6.747185449	58.54150146	35.70447316	44.59200904	38.40468376	39.61552792	36.40363066	8.756171283	4.227380576	7.42538801	6.454662675	8.832387391	10.78329647
bpi	protein_coding	chrNC_030686.1:30711073-30727760:-	gi|166795971|ref|NP_001107736.1|	2371	0	bactericidal/permeability-increasing protein precursor [Xenopus tropicalis]	gi|166795970|ref|NM_001114264.1|	1586	0	Xenopus (Silurana) tropicalis bactericidal/permeability-increasing protein (bpi), mRNA	P17453	410	2.00E-136	Bactericidal permeability-increasing protein	.	.	.	.	pfam02886	LBP_BPI_CETP_C	LBP / BPI / CETP family, C-terminal domain. The N and C terminal domains of the LBP/BPI/CETP family are structurally similar.	GO:0050829|defense response to Gram-negative bacterium;GO:0006955|immune response;	GO:0005615|extracellular space;GO:0016020|membrane;	GO:0001530|lipopolysaccharide binding;	.	.	7.237986497	6.012536554	5.077772599	10.93066115	6.140489799	6.593742915	0.12090911	0.363827088	0.408136341	0.455254262	0.516102112	0.745762688	10.04625549	6.804142711	5.198072665	9.197868088	7.846298096	3.608053287	0.223824481	0.404767405	0.436786256	0.787012666	0.535618957	0.467828805	11.6212476	17.44075223	10.66330611	10.29380563	20.23695798	16.11570873	1.008415932	1.90902821	0.125288031	0.41720281	0.619050957	0.955196206	14.1388448	7.476022231	8.274575164	7.297256424	7.09232301	7.910271691	0.825297209	0.273773086	1.285170458	0.830206086	0.956020155	2.568866197
bpi	protein_coding	chrNC_030686.1:30827952-30849637:-	gi|847168170|ref|XP_012827185.1|	2355	0	PREDICTED: bactericidal permeability-increasing protein isoform X1 [Xenopus tropicalis]	gi|847168169|ref|XM_012971731.1|	2487	0	PREDICTED: Xenopus (Silurana) tropicalis bactericidal/permeability-increasing protein (bpi), transcript variant X1, mRNA	P17213	394	9.00E-128	Bactericidal permeability-increasing protein	.	.	.	.	pfam02886	LBP_BPI_CETP_C	LBP / BPI / CETP family, C-terminal domain. The N and C terminal domains of the LBP/BPI/CETP family are structurally similar.	GO:0050829|defense response to Gram-negative bacterium;GO:0006955|immune response;GO:0032715|negative regulation of interleukin-6 production;GO:0032717|negative regulation of interleukin-8 production;GO:0043031|negative regulation of macrophage activation;GO:0032720|negative regulation of tumor necrosis factor production;	GO:0005737|cytoplasm;GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005887|integral component of plasma membrane;	GO:0001530|lipopolysaccharide binding;	.	.	9.431415454	14.3960963	5.678364755	21.91591628	4.218593851	7.621651056	0.212046327	0.734744624	0.136648103	0.489933164	0.22786301	0.657075681	15.66321134	12.0325614	5.354973484	15.88548105	13.64527751	6.237800545	0.25693255	0.638880705	0.062674448	1.80289242	0.372634908	0.162736346	17.36546714	23.52055991	23.66865657	12.91558838	48.74831524	24.63689842	1.331217689	1.885725262	1.218480168	0.259412486	0.769839244	1.104103128	17.39463526	10.46569979	9.751700546	5.811397326	6.608750282	7.138645735	0.690794267	0.299304325	0.729952586	0.434905353	0.603588948	1.768566739
mmp2	protein_coding	chrNC_030680.1:45322370-45354092:+	gi|62752843|ref|NP_001015789.1|	3410	0	72 kDa type IV collagenase precursor [Xenopus tropicalis]	gi|62752842|ref|NM_001015789.1|	2620	0	Xenopus (Silurana) tropicalis matrix metallopeptidase 2 (mmp2), mRNA	P08253	1101	0	72 kDa type IV collagenase	.	.	.	.	pfam00413	Peptidase_M10	Matrixin. The members of this family are enzymes that cleave peptides. These proteases require zinc for catalysis.	GO:0001525|angiogenesis;GO:0001955|blood vessel maturation;GO:0060346|bone trabecula formation;GO:0044267|cellular protein metabolic process;GO:0071230|cellular response to amino acid stimulus;GO:0030574|collagen catabolic process;GO:0007566|embryo implantation;GO:0035987|endodermal cell differentiation;GO:0048013|ephrin receptor signaling pathway;GO:0022617|extracellular matrix disassembly;GO:0060325|face morphogenesis;GO:0001957|intramembranous ossification;GO:0045089|positive regulation of innate immune response;GO:1904707|positive regulation of vascular smooth muscle cell proliferation;GO:0006508|proteolysis;GO:0001666|response to hypoxia;	GO:0031012|extracellular matrix;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005739|mitochondrion;GO:0005634|nucleus;GO:0005886|plasma membrane;GO:0005578|proteinaceous extracellular matrix;GO:0030017|sarcomere;	GO:0004222|metalloendopeptidase activity;GO:0008237|metallopeptidase activity;GO:0004252|serine-type endopeptidase activity;GO:0008270|zinc ion binding;	K01398	MMP2; matrix metalloproteinase-2 (gelatinase A) [EC:3.4.24.24]	177.419968	112.591413	140.7632703	160.7680642	141.7739807	98.69872604	17.94469634	16.10056758	10.82854254	41.16462906	16.22342595	52.04536675	153.0912247	131.5440264	154.8631907	80.84029735	146.1275104	142.6058675	8.300163545	9.060393936	10.49640719	13.36470192	6.088251702	15.77151222	122.6855211	113.312793	66.20650715	140.7784443	101.6704438	103.7775096	33.28687078	17.18698794	6.469899445	20.33150312	9.590375224	9.564296975	104.139783	197.8064729	150.3145633	211.2251831	170.9689977	137.8214737	10.34421852	26.43065677	28.70872142	77.44932524	37.94810349	64.52417859
