GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Lhea1	Lhea2	Lhea3	Lhea4	Lhea5	Lhea6	Lint1	Lint2	Lint3	Lint4	Lint5	Lint6	LMhea1	LMhea2	LMhea3	LMhea4	LMhea5	LMhea6	LMint1	LMint2	LMint3	LMint4	LMint5	LMint6	Mhea1	Mhea2	Mhea3	Mhea4	Mhea5	Mhea6	Mint1	Mint2	Mint3	Mint4	Mint5	Mint6	MLhea1	MLhea2	MLhea3	MLhea4	MLhea5	MLhea6	MLint1	MLint2	MLint3	MLint4	MLint5	MLint6
sparc	protein_coding	chrNC_030679.1:11519289-11535993:-	gi|45361541|ref|NP_989347.1|	1434	0	SPARC precursor [Xenopus tropicalis]	gi|51491873|ref|NM_204016.2|	1679	0	Xenopus (Silurana) tropicalis secreted protein, acidic, cysteine-rich (osteonectin) (sparc), mRNA	P36378	516	5.00E-180	SPARC	.	.	.	.	pfam10591	SPARC_Ca_bdg	Secreted protein acidic and rich in cysteine Ca binding region. The SPARC_Ca_bdg domain of Secreted Protein Acidic and Rich in Cysteine is responsible for the anti-spreading activity of human urothelial cells. It is rich in alpha-helices. This extracellular calcium-binding domain contains two EF-hands that each coordinates one Ca2+ ion, forming a helix-loop-helix structure that not only drives the conformation of the protein but is also necessary for biological activity. The anti-spreading activity was dependent on the coordination of Ca2+ by a Glu residue at the Z position of EF-hand 2.	GO:0007165|signal transduction;	GO:0005604|basement membrane;GO:0005615|extracellular space;	GO:0005509|calcium ion binding;	.	.	1065.114611	2053.886323	1358.704042	1696.365883	1182.429829	1887.454141	90.07461781	106.6334159	46.15469004	242.5756329	62.56311271	187.2446212	1021.298577	568.0488264	769.0238515	790.8614056	733.0173964	783.4463693	68.45725414	253.2787071	36.53975362	38.4771151	38.49839044	73.15776357	933.7425893	795.9722474	682.2624387	869.3594803	635.3293365	862.6081477	98.91722155	23.03780125	87.68539664	65.69752082	83.47046633	64.61231403	768.6025883	1832.312509	756.1895162	1967.58233	1470.721276	1072.258927	52.57844372	203.2488471	61.95305862	209.5620042	80.93655079	61.17639658
spon2	other	chrNC_030685.1:58952541-58953343:+	.	.	.	.	gi|118404863|ref|NM_001079092.1|	803	0	Xenopus (Silurana) tropicalis spondin 2, extracellular matrix protein (spon2), mRNA	.	.	.	.	.	.	.	.	pfam13853	7tm_4	Olfactory receptor. The members of this family are transmembrane olfactory receptors.	.	.	.	.	.	1956.201974	1273.828583	1044.081251	1040.772181	1249.325051	1353.133383	0.992457188	2.86600869	0.222021306	0.301055703	0.464427625	0	824.6303024	1246.189189	1019.788273	1093.016059	1185.316482	1075.586142	1.641162306	0.292062733	0.291608027	0.148162338	0.226326058	0.144717344	577.9176286	617.2715957	910.5699841	842.8368674	778.7973323	761.9921962	1.425874978	1.58881388	0.145798961	0.30973516	0.307404944	1.749791363	1246.050718	1206.942747	1040.542651	914.5794537	1074.224633	1732.509636	0.761862411	1.633920195	0.147286201	0.147583395	0.146647288	0.229511275
spon2	protein_coding	chrNC_030677.1:14487127-14498895:+	gi|118404864|ref|NP_001072560.1|	1676	0	spondin-2 [Xenopus tropicalis]	gi|118404863|ref|NM_001079092.1|	1671	0	Xenopus (Silurana) tropicalis spondin 2, extracellular matrix protein (spon2), mRNA	Q8BMS2	454	4.00E-155	Spondin-2	.	.	.	.	pfam06468	Spond_N	Spondin_N. This conserved region is found at the in the N-terminal half of several Spondin proteins. Spondins are involved in patterning axonal growth trajectory through either inhibiting or promoting adhesion of embryonic nerve cells.	GO:0007155|cell adhesion;GO:0071222|cellular response to lipopolysaccharide;GO:0042742|defense response to bacterium;GO:0050832|defense response to fungus;GO:0051607|defense response to virus;GO:0043152|induction of bacterial agglutination;GO:0045087|innate immune response;GO:0002448|mast cell mediated immunity;GO:0008228|opsonization;GO:0032755|positive regulation of interleukin-6 production;GO:0060907|positive regulation of macrophage cytokine production;GO:0032760|positive regulation of tumor necrosis factor production;GO:0032496|response to lipopolysaccharide;	GO:0070062|extracellular exosome;GO:0005615|extracellular space;GO:0005578|proteinaceous extracellular matrix;	GO:0003823|antigen binding;GO:0001530|lipopolysaccharide binding;GO:0046872|metal ion binding;	.	.	22.44924124	23.78460982	26.3028581	34.06361162	0.866962666	35.50755849	0.988763179	1.163287141	1.739520575	0.613756184	1.076774802	1.137996421	7.417617511	48.34440975	16.34651471	26.25680492	6.095967162	7.773986895	2.224831607	12.81909397	1.923367459	1.776797457	2.171324067	1.318968054	40.5930664	28.82412552	76.4344556	19.09484689	29.61380486	28.31174696	1.691943266	0.207855579	1.713486172	0.222864994	6.70937917	0.384704976	15.01171885	37.07649965	7.418628228	54.86143007	14.38607932	21.55136934	0.950188974	1.418257974	4.23909746	2.442399392	2.321389769	1.68810981
adamts5	protein_coding	chrNC_030678.1:13779225-13856693:+	gi|301612468|ref|XP_002935740.1|	4578	0	PREDICTED: A disintegrin and metalloproteinase with thrombospondin motifs 5 [Xenopus tropicalis]	gi|847105989|ref|XM_002935694.3|	6361	0	PREDICTED: Xenopus (Silurana) tropicalis ADAM metallopeptidase with thrombospondin type 1 motif, 5 (adamts5), mRNA	Q9UNA0	1333	0	A disintegrin and metalloproteinase with thrombospondin motifs 5	.	.	.	.	pfam05986	ADAM_spacer1	ADAM-TS Spacer 1. This family represents the Spacer-1 region from the ADAM-TS family of metalloproteinases.	GO:0042742|defense response to bacterium;GO:0022617|extracellular matrix disassembly;GO:0036066|protein O-linked fucosylation;GO:0006508|proteolysis;GO:0044691|tooth eruption;	GO:0005788|endoplasmic reticulum lumen;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005578|proteinaceous extracellular matrix;	GO:0050840|extracellular matrix binding;GO:0008201|heparin binding;GO:0005178|integrin binding;GO:0004222|metalloendopeptidase activity;GO:0008237|metallopeptidase activity;GO:0008270|zinc ion binding;	K08620	ADAMTS5; a disintegrin and metalloproteinase with thrombospondin motifs 5 [EC:3.4.24.-]	12.60281963	9.038109447	10.20433933	8.460511579	10.65660367	11.0685807	0.824536326	1.356666634	0.576246103	0.945213207	0.651305147	0.677128419	6.932699757	4.805142784	6.55718256	8.659891105	7.382730558	6.470084663	0.501827709	0.63271504	0.604263458	0.660555161	0.606367885	0.454363573	5.961817263	8.488329832	8.742036309	8.649901514	9.914487714	8.836170659	0.885928379	0.199533554	0.329586828	0.534855073	0.617694513	0.338781483	9.830764901	9.000005021	13.81903847	9.950870357	11.49850499	15.21472771	0.650621444	0.947820709	1.174569442	0.685775766	1.252350405	1.037646532
trak2	protein_coding	chrNC_030685.1:49057888-49088681:-	gi|512866633|ref|XP_004917836.1|	4125	0	PREDICTED: trafficking kinesin-binding protein 2 isoform X1 [Xenopus tropicalis]	gi|847166525|ref|XM_004917779.2|	5092	0	PREDICTED: Xenopus (Silurana) tropicalis trafficking protein, kinesin binding 2 (trak2), transcript variant X1, mRNA	O60296	848	0	Trafficking kinesin-binding protein 2	.	.	.	.	pfam04849	HAP1_N	HAP1 N-terminal conserved region. This family represents an N-terminal conserved region found in several huntingtin-associated protein 1 (HAP1) homologues. HAP1 binds to huntingtin in a polyglutamine repeat-length-dependent manner. However, its possible role in the pathogenesis of Huntington's disease is unclear. This family also includes a similar N-terminal conserved region from hypothetical protein products of ALS2CR3 genes found in the human juvenile amyotrophic lateral sclerosis critical region 2q33-2q34.	GO:0006493|protein O-linked glycosylation;GO:0006605|protein targeting;GO:0006357|regulation of transcription from RNA polymerase II promoter;	GO:0005737|cytoplasm;GO:0005769|early endosome;GO:0005739|mitochondrion;GO:0005634|nucleus;GO:0005886|plasma membrane;	GO:0050811|GABA receptor binding;GO:0005102|receptor binding;	K15374	TRAK2, GRIF1; trafficking kinesin-binding protein 2	13.92875885	10.32343553	11.49171645	14.29610809	11.56927687	12.98066414	75.21045814	34.20382104	39.32699356	36.02126723	23.06100711	40.82532054	10.25811325	10.82404099	10.50874504	10.21482009	11.2617398	12.27233848	82.61195623	36.80172673	78.53713222	76.04032569	87.1295042	49.42466581	9.594250696	10.76643412	9.138667486	11.63298295	10.73280874	11.45228218	53.61733566	59.64429202	70.6842404	69.95030243	79.04456651	85.28240791	11.61925257	11.86164556	12.80155411	9.74874232	9.895442814	11.97466797	75.28405357	72.52055714	75.84399893	75.8094173	90.57193502	78.68717178
tnfsf10l	protein_coding	chrNC_030684.1:18400127-18406521:+	gi|512858823|ref|XP_004916844.1|	1763	0	PREDICTED: tumor necrosis factor ligand superfamily member 10-like isoform X1 [Xenopus tropicalis]	gi|847156288|ref|XM_004916787.2|	1953	0	PREDICTED: Xenopus (Silurana) tropicalis tumor necrosis factor ligand superfamily member 10-like (LOC100497331), transcript variant X1, mRNA	P50591	130	3.00E-32	Tumor necrosis factor ligand superfamily member 10	.	.	.	.	pfam00229	TNF	TNF(tumor Necrosis Factor) family.	GO:0006919|activation of cysteine-type endopeptidase activity involved in apoptotic process;GO:0097296|activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway;GO:0006915|apoptotic process;GO:0007166|cell surface receptor signaling pathway;GO:0007267|cell-cell signaling;GO:0006955|immune response;GO:0008584|male gonad development;GO:1902042|negative regulation of extrinsic apoptotic signaling pathway via death domain receptors;GO:0043065|positive regulation of apoptotic process;GO:0043280|positive regulation of cysteine-type endopeptidase activity involved in apoptotic process;GO:2001238|positive regulation of extrinsic apoptotic signaling pathway;GO:0043123|positive regulation of I-kappaB kinase/NF-kappaB signaling;GO:0090200|positive regulation of release of cytochrome c from mitochondria;GO:1902041|regulation of extrinsic apoptotic signaling pathway via death domain receptors;GO:0032868|response to insulin;GO:0007165|signal transduction;	GO:0070062|extracellular exosome;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005887|integral component of plasma membrane;	GO:0046872|metal ion binding;GO:0005102|receptor binding;	K04721	TNFSF10, TRAIL; tumor necrosis factor ligand superfamily member 10	13.99612962	3.062770786	10.55430077	3.499306776	3.805586476	5.61327657	114.9281128	52.85094988	103.9682216	41.01956768	37.21758406	51.67253849	8.123877426	4.027401784	10.03577148	5.846970018	4.807044724	4.115154838	84.77999162	150.1912159	83.66733913	83.96051927	104.2875673	67.63023188	6.818570473	8.635816724	7.692048792	7.209691427	7.908015499	6.096327289	67.16571931	104.7925493	75.61691608	77.15429507	67.96439225	60.39326783	8.277167126	4.67157986	13.26420404	11.26490825	12.87666278	18.51878743	90.20885414	77.39763969	107.0097992	130.2759355	123.9934177	163.1527562
adamtsl3	protein_coding	chrNC_030679.1:95739000-96010857:+	gi|847111771|ref|XP_012814972.1|	9172	0	PREDICTED: ADAMTS-like protein 3 isoform X1 [Xenopus tropicalis]	gi|847111770|ref|XM_012959518.1|	5798	0	PREDICTED: Xenopus (Silurana) tropicalis ADAMTS-like 3 (adamtsl3), transcript variant X1, mRNA	P82987	55.5	2.00E-06	ADAMTS-like protein 3	.	.	.	.	pfam07679	I-set	Immunoglobulin I-set domain.	.	GO:0005578|proteinaceous extracellular matrix;	GO:0008237|metallopeptidase activity;GO:0008270|zinc ion binding;	.	.	21.39316331	24.27725407	23.5219196	17.68842413	17.73805614	17.03908695	0.327373442	0.670919095	0.583527832	0.374802682	0.278389893	0.32816641	26.74942377	16.3960873	22.28591148	37.33567663	25.08903732	24.02266619	1.016656504	2.434145407	0.090760173	0.932529419	0.354817917	0.460428016	17.73587744	22.20528075	27.86877412	30.01965464	34.61783862	24.40701299	0.570957599	0.059939748	0.685719763	0.299917543	1.817859391	0.10085289	29.17089477	26.21822123	31.93004559	24.99051543	18.98623251	25.59338669	0.347779363	0.36593486	0.621405682	0.255188342	1.125849499	1.005355589
col8a1	protein_coding	chrNC_030678.1:23657814-23704186:-	gi|301623466|ref|XP_002941034.1|	991	6.00E-117	PREDICTED: collagen alpha-1(VIII) chain [Xenopus tropicalis]	gi|847106556|ref|XM_002940988.3|	2900	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type VIII, alpha 1 (col8a1), mRNA	P14282	285	4.00E-81	Collagen alpha-1(VIII) chain	.	.	.	.	pfam00386	C1q	C1q domain. C1q is a subunit of the C1 enzyme complex that activates the serum complement system.	GO:0001525|angiogenesis;GO:0007155|cell adhesion;	GO:0005604|basement membrane;GO:0005581|collagen trimer;	.	.	.	9.920093111	7.824019682	6.865954042	11.64979601	1.432524492	14.85205423	0.125193976	0.140596558	0.080909058	0.452557016	0.211558534	0.216134106	2.226800083	6.140989599	2.512892815	3.347014386	1.252289721	3.403664314	0.214526099	0.219519241	0.03985045	0.182227573	0.123716695	0.514194812	4.219619227	2.803974023	4.829004805	2.576788392	2.287162305	5.476163975	0.574314303	0.217123476	0.5180379	0.169310642	0.210046094	0.338756551	2.328528449	17.08391872	3.328117025	21.30240618	3.835844084	3.27618438	0.208228562	0.27645131	0.22140555	0.080673564	0.200404649	0.188186746
them6	protein_coding	chrNC_030682.1:133746521-133754036:-	gi|847171357|ref|XP_012809068.1|	1097	2.00E-142	PREDICTED: protein THEM6 isoform X1 [Xenopus tropicalis]	gi|187607566|ref|NM_001126505.1|	2145	0	Xenopus tropicalis thioesterase superfamily member 6 (them6), mRNA	B0BLZ5	423	1.00E-143	Protein THEM6	.	.	.	.	pfam13279	4HBT_2	Thioesterase-like superfamily. This family contains a wide variety of enzymes, principally thioesterases. These enzymes are part of the Hotdog fold superfamily.	.	GO:0005576|extracellular region;	.	.	.	5.166269667	5.818901218	5.993056276	5.223615376	6.133486505	5.540459306	10.3632394	9.373229644	5.654003583	9.821926953	14.39052417	10.86662175	3.598256269	2.749346711	4.923007249	5.039366255	3.91174953	3.971414491	2.620405367	8.953946937	6.238881695	5.052402289	2.869445982	7.426115272	5.25165747	5.286054511	4.425382732	4.178985479	5.435924554	4.557983779	7.431244489	5.351623394	4.828392447	4.21468736	5.694899387	4.518180648	4.287013775	5.399252508	4.954387249	4.911103735	3.83479989	3.570318888	4.771299454	7.01569984	8.475511946	3.411562827	3.942889872	4.565421907
loxl1	protein_coding	chrNC_030679.1:82947858-82954271:+	gi|156717522|ref|NP_001096301.1|	2232	0	lysyl oxidase homolog 1 precursor [Xenopus tropicalis]	gi|156717521|ref|NM_001102831.1|	2300	0	Xenopus tropicalis lysyl oxidase like 1 (loxl1), mRNA	Q08397	84.3	2.00E-15	Lysyl oxidase homolog 1	.	.	.	.	pfam01186	Lysyl_oxidase	Lysyl oxidase.	GO:0035904|aorta development;GO:0030198|extracellular matrix organization;GO:0055114|oxidation-reduction process;GO:0018277|protein deamination;GO:0032496|response to lipopolysaccharide;	GO:0001669|acrosomal vesicle;GO:0005604|basement membrane;GO:0005576|extracellular region;GO:0005615|extracellular space;	GO:0005507|copper ion binding;GO:0016641|oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor;	K14678	LOXL1; lysyl oxidase-like protein 1 [EC:1.4.3.-]	31.52388038	60.78963239	42.82890574	52.17937691	24.63988456	43.5182378	4.046072167	3.869113327	3.690039737	6.71813057	3.238691994	5.965755211	23.16113223	19.0178727	14.76417	22.20909525	19.32167752	12.8777389	3.060204266	5.04084045	2.058951464	4.055356962	2.604174644	3.633077715	27.03056365	35.47046528	23.7007868	24.04583954	24.36083912	28.64839256	5.207179281	2.140379966	5.592020057	2.780925463	5.439619246	3.431866636	21.91161057	52.52338459	28.07786443	53.73961368	38.1284512	32.06424033	4.489364405	4.774697048	5.803127469	8.079021357	5.113233691	4.321349497
loxl2	protein_coding	chrNC_030679.1:107136569-107175237:+	gi|213982721|ref|NP_001135520.1|	4105	0	lysyl oxidase homolog 2 precursor [Xenopus tropicalis]	gi|213982720|ref|NM_001142048.1|	3147	0	Xenopus tropicalis lysyl oxidase like 2 (loxl2), mRNA	B4F6N6	1582	0	Lysyl oxidase homolog 2	.	.	.	.	pfam01186	Lysyl_oxidase	Lysyl oxidase.	GO:0006464|cellular protein modification process;GO:0016569|covalent chromatin modification;GO:0030199|collagen fibril organization;GO:0043542|endothelial cell migration;GO:0001935|endothelial cell proliferation;GO:0001837|epithelial to mesenchymal transition;GO:0045892|negative regulation of transcription, DNA-templated;GO:0032332|positive regulation of chondrocyte differentiation;GO:0046688|response to copper ion;GO:0001666|response to hypoxia;GO:0002040|sprouting angiogenesis;GO:0006351|transcription, DNA-templated;	GO:0005604|basement membrane;GO:0005694|chromosome;GO:0005615|extracellular space;GO:0016020|membrane;GO:0005634|nucleus;	GO:0005507|copper ion binding;GO:0070492|oligosaccharide binding;GO:0004720|protein-lysine 6-oxidase activity;GO:0005044|scavenger receptor activity;	K00280	LOXL2_3_4; lysyl oxidase-like protein 2/3/4 [EC:1.4.3.-]	3.39819406	4.095929336	3.49232803	4.865056661	2.421131677	5.830450342	7.363410825	7.931805674	4.683212685	11.65720305	5.688242259	12.51036676	1.845565463	3.635150341	2.776465143	4.320097809	2.845599037	4.809956931	3.350119686	5.812855812	3.180932077	3.591536062	2.772008761	5.631307337	2.633278041	3.079712024	5.071836076	2.695227436	2.477714597	3.883898376	6.951095803	2.395590041	4.854938603	2.845193521	5.745625023	3.981141396	1.097704385	5.316444572	2.517422149	5.00140468	2.302133307	2.638338602	3.596392454	10.66116424	5.656103679	9.96051916	6.248982494	5.016891353
c1ql1	protein_coding	chrNC_030686.1:6561657-6590110:-	gi|313760697|ref|NP_001186529.1|	678	4.00E-82	C1q-related factor precursor [Xenopus tropicalis]	gi|313760696|ref|NM_001199600.1|	1319	0	Xenopus (Silurana) tropicalis complement component 1, q subcomponent-like 1 (c1ql1), mRNA	O88992	191	4.00E-55	C1q-related factor	.	.	.	.	pfam00386	C1q	C1q domain. C1q is a subunit of the C1 enzyme complex that activates the serum complement system.	GO:0099558|maintenance of synapse structure;GO:0061743|motor learning;GO:0016322|neuron remodeling;	GO:0044301|climbing fiber;GO:0005581|collagen trimer;GO:0005737|cytoplasm;GO:0098793|presynapse;GO:0043083|synaptic cleft;	GO:0005102|receptor binding;	.	.	15.30490364	25.74364781	26.37108373	14.35306494	8.339609755	10.80507807	12.93083283	11.70283019	15.45036985	11.39280646	8.667851114	8.050289777	32.51380345	17.54510098	16.89761002	28.53542157	12.94012291	8.495617487	31.03807395	17.05123433	17.35287436	29.68105912	18.80652703	11.8081037	22.43916051	28.5739406	23.01450874	25.0034882	30.20840885	19.05333685	17.1875442	13.12636386	17.43431685	17.51653261	53.01916684	14.89269255	14.85704129	19.38323388	11.8036913	21.22702191	27.2181151	17.91860113	15.21936288	11.20838611	15.12573545	13.1215807	20.96038827	19.41560305
col3a1	protein_coding	chrNC_030685.1:39803845-39864240:-	gi|218847780|ref|NP_001136379.1|	1436	1.00E-166	collagen alpha-1(III) chain precursor [Xenopus tropicalis]	gi|218847779|ref|NM_001142907.1|	5222	0	Xenopus (Silurana) tropicalis collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant) (col3a1), mRNA	P13941	147	4.00E-34	Collagen alpha-1(III) chain	.	.	.	.	pfam01410	COLFI	Fibrillar collagen C-terminal domain. Found at C-termini of fibrillar collagens: Ephydatia muelleri procollagen EMF1 alpha, vertebrate collagens alpha(1)III, alpha(1)II, alpha(2)V etc.	GO:0007568|aging;GO:0060414|aorta smooth muscle tissue morphogenesis;GO:0007160|cell-matrix adhesion;GO:0071230|cellular response to amino acid stimulus;GO:0021987|cerebral cortex development;GO:0030199|collagen fibril organization;GO:0048565|digestive tract development;GO:0007507|heart development;GO:0007229|integrin-mediated signaling pathway;GO:0050777|negative regulation of immune response;GO:2001223|negative regulation of neuron migration;GO:0018149|peptide cross-linking;GO:0035025|positive regulation of Rho protein signal transduction;GO:0034097|response to cytokine;GO:0009612|response to mechanical stimulus;GO:0009314|response to radiation;GO:0001501|skeletal system development;GO:0043588|skin development;GO:0007179|transforming growth factor beta receptor signaling pathway;GO:0042060|wound healing;	GO:0005586|collagen type III trimer;GO:0031012|extracellular matrix;GO:0005615|extracellular space;	GO:0005201|extracellular matrix structural constituent;GO:0046872|metal ion binding;	.	.	530.5120416	766.0607238	531.4176023	619.401693	332.6138542	720.5334255	73.79016621	83.06121195	36.04316176	199.9085448	46.44551541	153.870346	423.6971901	179.1158612	310.11797	366.1707186	275.5519026	298.1226471	53.20058846	133.432037	45.68103796	30.44503582	32.08732161	72.45873299	420.581195	414.9438441	451.5016001	405.9908933	249.2928697	454.7632522	120.7531788	26.09516505	90.22332501	50.23541428	84.04647312	60.71632653	332.8126691	840.4533096	287.8375889	802.8164029	502.6910356	444.8420349	40.72298036	184.9149057	63.9490184	162.7533007	65.1385469	60.78991829
mmp15	protein_coding	chrNC_030680.1:27645917-27683484:+	gi|62860164|ref|NP_001015921.1|	3159	0	matrix metalloproteinase-15 [Xenopus tropicalis]	gi|77682534|ref|NM_001015921.2|	3469	0	Xenopus tropicalis matrix metallopeptidase 15 (mmp15), mRNA	P51511	786	0	Matrix metalloproteinase-15	.	.	.	.	pfam00413	Peptidase_M10	Matrixin. The members of this family are enzymes that cleave peptides. These proteases require zinc for catalysis.	GO:0006464|cellular protein modification process;GO:0030574|collagen catabolic process;GO:0035987|endodermal cell differentiation;GO:0022617|extracellular matrix disassembly;GO:0006508|proteolysis;GO:0032355|response to estradiol;	GO:0031012|extracellular matrix;GO:0005887|integral component of plasma membrane;GO:0005886|plasma membrane;	GO:0005509|calcium ion binding;GO:0008047|enzyme activator activity;GO:0070006|metalloaminopeptidase activity;GO:0004222|metalloendopeptidase activity;GO:0004252|serine-type endopeptidase activity;GO:0008270|zinc ion binding;	K07995	MMP15; matrix metalloproteinase-15 (membrane-inserted) [EC:3.4.24.-]	51.90184539	30.79601131	42.06324393	44.27578914	43.42212772	52.44445317	12.45086044	8.086168686	8.297001899	10.95538764	6.517352046	8.557129185	34.11763113	27.66175909	44.69472093	31.52908214	34.081506	39.4311416	19.32427977	10.76288089	15.58944805	16.32009647	14.20087108	12.28513476	27.91987017	27.4245215	26.68093618	45.22853493	25.18610837	39.10733682	13.88397225	12.84447164	14.27721977	14.39716826	19.94412102	20.75399503	30.04382604	42.9856869	37.95178513	43.53031999	32.33637919	41.85694449	15.39544247	16.29704694	16.63130306	16.2052588	20.88923417	21.28342905
nppc	protein_coding	chrNC_030681.1:108233022-108239347:-	gi|163915239|ref|NP_001106395.1|	516	8.00E-59	C-type natriuretic peptide precursor [Xenopus tropicalis]	gi|163915238|ref|NM_001112924.1|	1967	0	Xenopus (Silurana) tropicalis natriuretic peptide C (nppc), mRNA	P40756	161	4.00E-45	C-type natriuretic peptide 2	.	.	.	.	pfam00212	ANP	Atrial natriuretic peptide.	GO:0050880|regulation of blood vessel size;	GO:0005576|extracellular region;	.	.	.	10.29922379	26.94040084	22.70311002	22.34756893	14.27685205	38.01799954	9.162773375	18.63012125	17.22104253	36.93197396	36.27603964	37.41866035	3.224231302	16.94910957	5.681707111	14.02474663	1.94106048	6.755274899	3.262517918	5.991332149	7.321259075	8.437683227	3.911363786	16.54206797	12.20078174	22.4892677	30.82144664	7.555066519	11.53776204	16.01015541	9.619858416	4.717169831	8.422132182	5.405524155	1.066696718	6.845639866	8.781077021	8.814447916	6.168426219	20.0798355	10.606192	15.12862627	8.708548275	16.96148952	9.259637084	6.567123442	4.430134785	6.090158099
col1a1	protein_coding	chrNC_030686.1:13936262-13962423:+	gi|58332412|ref|NP_001011005.1|	1566	0	collagen alpha-1(I) chain precursor [Xenopus tropicalis]	gi|58332411|ref|NM_001011005.1|	5663	0	Xenopus (Silurana) tropicalis collagen, type I, alpha 1 (col1a1), mRNA	Q9YIB4	60.8	1.00E-07	Collagen alpha-1(I) chain	.	.	.	.	pfam01410	COLFI	Fibrillar collagen C-terminal domain. Found at C-termini of fibrillar collagens: Ephydatia muelleri procollagen EMF1 alpha, vertebrate collagens alpha(1)III, alpha(1)II, alpha(2)V etc.	.	GO:0005581|collagen trimer;GO:0005578|proteinaceous extracellular matrix;	GO:0005201|extracellular matrix structural constituent;GO:0046872|metal ion binding;	.	.	307.3608065	596.4435474	343.9676991	445.0445246	272.3699121	368.6885579	62.07944491	51.38375626	25.04804007	104.5079644	30.01232524	69.57340872	301.6402138	72.35917013	157.9519724	217.3358022	217.3277057	152.1489378	41.47982176	79.78721712	22.33734407	18.30535661	21.65623721	42.85004987	247.4974163	244.5179056	218.220909	262.1995171	174.5515488	221.6330845	66.60924951	16.30538753	52.33139251	27.11530629	59.69319416	32.17046701	157.2419663	550.1796271	174.7473504	575.9117423	343.8065042	331.8008802	33.39108849	116.3209112	43.45469959	98.55644807	51.19678056	37.44067292
olfm3	protein_coding	chrNC_030680.1:99134137-99161041:-	gi|512834087|ref|XP_002934209.2|	2517	0	PREDICTED: noelin-3 isoform X2 [Xenopus tropicalis]	gi|847124175|ref|XM_002934163.3|	2566	0	PREDICTED: Xenopus (Silurana) tropicalis olfactomedin 3 (olfm3), transcript variant X2, mRNA	Q96PB7	841	0	Noelin-3	.	.	.	.	pfam02191	OLF	Olfactomedin-like domain.	GO:0042462|eye photoreceptor cell development;	GO:0032281|AMPA glutamate receptor complex;GO:0030054|cell junction;GO:0005615|extracellular space;GO:0005794|Golgi apparatus;GO:0045202|synapse;	.	.	.	2.321294618	11.57762048	7.099530451	4.115601213	9.685150272	8.09276469	0.142607309	1.527166089	2.747602431	3.391778994	4.572678682	3.290078845	3.940676706	2.395076781	2.658892939	4.433052822	4.925364641	7.30936325	0.199934763	0.340980481	0.0	0.190275943	1.884865873	4.899727823	1.773532286	1.65067089	2.349246635	2.874046089	4.036963752	1.650128427	0.052569334	0.118040694	7.489631981	4.863693133	0.484504695	0.34047748	7.051196487	4.531543534	2.428194656	8.786483779	3.940239763	3.24758288	13.00400996	0.981044427	0.137564198	7.598527853	2.807832886	12.54016503
fam3b	protein_coding	chrNC_030678.1:6750894-6778931:-	gi|62858145|ref|NP_001015990.1|	1255	4.00E-164	protein FAM3B [Xenopus tropicalis]	gi|77682320|ref|NM_001015990.2|	2599	0	Xenopus tropicalis family with sequence similarity 3 member B (fam3b), mRNA	Q9D309	265	3.00E-80	Protein FAM3B	.	.	.	.	pfam08626	TRAPPC9-Trs120	Transport protein Trs120 or TRAPPC9, TRAPP II complex subunit. This region is found at the N terminal of Saccharomyces cerevisiae Trs120 protein. Trs120 is a subunit of the multiprotein complex TRAPP (transport particle protein) which functions in ER to Golgi traffic. Trs120 is specific to the larger TRAPP complex, TRAPP II, along with Trs65p and Trs130p(TRAPPC10). It is suggested that Trs120p is required for the stability of the Trs130p subunit, suggesting that these two proteins might interact in some way. It is likely that there is a complex function for TRAPP II in multiple pathways.	GO:0006915|apoptotic process;GO:0030073|insulin secretion;	GO:0070062|extracellular exosome;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005641|nuclear envelope lumen;	GO:0005125|cytokine activity;	.	.	2.115305777	2.672650364	4.175158859	2.775247456	1.814817385	2.07641256	47.05660547	51.83559323	50.76163926	41.64776683	50.15041031	50.10894117	3.775878402	3.823123959	2.7624781	6.170538923	1.68273221	2.345467308	44.88598262	39.88482404	48.42696017	49.53068684	44.77647848	45.67391307	5.152625013	7.058597376	6.520322913	3.047747301	4.609973571	5.350657015	46.18771173	47.57149615	35.96984896	43.2073398	46.13525473	39.73588346	3.987467141	2.621690659	2.361685074	3.627858333	3.200507589	2.035518473	48.79610024	58.43940298	50.26168516	54.3301381	51.44823009	48.0303487
