GeneName	Biotype	Position	NR:Seq-id	NR:Score	NR:Evalue	NR:Description	NT:Seq-id	NT:Score	NT:Evalue	NT:Description	Uniprot:UniProtKB-AC	Uniprot:Score	Uniprot:Evalue	Uniprot:Description	COG:gene	COG:Score	COG:Eval	COG:num	Pfam:pfam_ID	Pfam:pfam_Name	Pfam:pfam_Description	GO:biological_process	GO:cellular_component	GO:molecular_function	KEGG:KO	KEGG:Description	Lhea1	Lhea2	Lhea3	Lhea4	Lhea5	Lhea6	Lmus1	Lmus2	Lmus3	Lmus4	Lmus5	Lmus6	LMhea1	LMhea2	LMhea3	LMhea4	LMhea5	LMhea6	LMmus1	LMmus2	LMmus3	LMmus4	LMmus5	LMmus6	Mhea1	Mhea2	Mhea3	Mhea4	Mhea5	Mhea6	Mmus1	Mmus2	Mmus3	Mmus4	Mmus5	Mmus6	MLhea1	MLhea2	MLhea3	MLhea4	MLhea5	MLhea6	MLmus1	MLmus2	MLmus3	MLmus4	MLmus5	MLmus6
loxl1	protein_coding	chrNC_030679.1:82947858-82954271:+	gi|156717522|ref|NP_001096301.1|	2232	0	lysyl oxidase homolog 1 precursor [Xenopus tropicalis]	gi|156717521|ref|NM_001102831.1|	2300	0	Xenopus tropicalis lysyl oxidase like 1 (loxl1), mRNA	Q08397	84.3	2.00E-15	Lysyl oxidase homolog 1	.	.	.	.	pfam01186	Lysyl_oxidase	Lysyl oxidase.	GO:0035904|aorta development;GO:0030198|extracellular matrix organization;GO:0055114|oxidation-reduction process;GO:0018277|protein deamination;GO:0032496|response to lipopolysaccharide;	GO:0001669|acrosomal vesicle;GO:0005604|basement membrane;GO:0005576|extracellular region;GO:0005615|extracellular space;	GO:0005507|copper ion binding;GO:0016641|oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor;	K14678	LOXL1; lysyl oxidase-like protein 1 [EC:1.4.3.-]	31.52388038	60.78963239	42.82890574	52.17937691	24.63988456	43.5182378	5.900693574	4.347774954	4.162990677	8.897588405	5.647145563	11.19364962	23.16113223	19.0178727	14.76417	22.20909525	19.32167752	12.8777389	1.801558683	1.741325899	2.424609422	3.104092923	1.959630024	4.160985702	27.03056365	35.47046528	23.7007868	24.04583954	24.36083912	28.64839256	5.653714793	3.513153955	1.68073468	3.618595797	2.462727887	2.181681131	21.91161057	52.52338459	28.07786443	53.73961368	38.1284512	32.06424033	4.409445089	6.920153506	6.548795894	15.80054032	11.48941121	14.17880693
col1a1	protein_coding	chrNC_030686.1:13936262-13962423:+	gi|58332412|ref|NP_001011005.1|	1566	0	collagen alpha-1(I) chain precursor [Xenopus tropicalis]	gi|58332411|ref|NM_001011005.1|	5663	0	Xenopus (Silurana) tropicalis collagen, type I, alpha 1 (col1a1), mRNA	Q9YIB4	60.8	1.00E-07	Collagen alpha-1(I) chain	.	.	.	.	pfam01410	COLFI	Fibrillar collagen C-terminal domain. Found at C-termini of fibrillar collagens: Ephydatia muelleri procollagen EMF1 alpha, vertebrate collagens alpha(1)III, alpha(1)II, alpha(2)V etc.	.	GO:0005581|collagen trimer;GO:0005578|proteinaceous extracellular matrix;	GO:0005201|extracellular matrix structural constituent;GO:0046872|metal ion binding;	.	.	307.3608065	596.4435474	343.9676991	445.0445246	272.3699121	368.6885579	353.1531939	153.3372482	82.35381831	345.8816205	189.0843277	401.6472176	301.6402138	72.35917013	157.9519724	217.3358022	217.3277057	152.1489378	41.76083877	15.60461977	27.38180552	33.32291734	17.69111989	96.16605974	247.4974163	244.5179056	218.220909	262.1995171	174.5515488	221.6330845	151.3803995	49.08253522	27.55370282	58.75594742	15.91046227	73.45274628	157.2419663	550.1796271	174.7473504	575.9117423	343.8065042	331.8008802	39.67838004	196.9356147	40.9873785	415.7068294	137.1214178	139.4882122
ache	protein_coding	chrNC_030679.1:131300805-131311379:-	gi|301621499|ref|XP_002940088.1|	3065	0	PREDICTED: acetylcholinesterase isoform X1 [Xenopus tropicalis]	gi|847170855|ref|XM_004919097.2|	3856	0	PREDICTED: Xenopus (Silurana) tropicalis acetylcholinesterase (Yt blood group) (ache), transcript variant X3, mRNA	P04058	736	0	Acetylcholinesterase	BS_pnbA	209	5.00E-58	COG2272	pfam00135	COesterase	Carboxylesterase family.	GO:0006581|acetylcholine catabolic process;GO:0071405|cellular response to methanol;GO:0030239|myofibril assembly;GO:0007528|neuromuscular junction development;GO:0048666|neuron development;GO:0050803|regulation of synapse structure or activity;GO:0001975|response to amphetamine;GO:0045471|response to ethanol;GO:0009749|response to glucose;	GO:0030054|cell junction;GO:0005615|extracellular space;GO:0031594|neuromuscular junction;GO:0005886|plasma membrane;	GO:0003990|acetylcholinesterase activity;	K01049	ACHE; acetylcholinesterase [EC:3.1.1.7]	1.513782533	1.157783886	2.674769984	2.259772936	3.297678223	1.094849264	1.59005474	0.832722684	1.05446665	2.09279035	1.815764172	1.452609157	4.156912588	2.72793191	3.980802447	3.028039139	2.532889808	2.768448652	2.406878491	1.074026477	1.768979566	1.388338019	1.887044299	1.781850989	4.953687901	3.297269134	4.176069852	3.706305764	6.080321154	3.065562219	2.337780008	2.60809185	2.114229827	3.903713001	1.556161828	2.779119397	2.308637001	1.783490541	2.089554481	2.17358568	1.846686135	1.220060905	1.440708914	1.106047026	1.66860515	1.68392332	1.642207434	1.54916709
col4a2	protein_coding	chrNC_030678.1:113644049-113761497:-	gi|512822856|ref|XP_002933063.2|	6619	0	PREDICTED: collagen alpha-2(IV) chain [Xenopus tropicalis]	gi|847104841|ref|XM_004911987.2|	5843	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type IV, alpha 2 (col4a2), transcript variant X1, mRNA	P08122	72.4	5.00E-11	Collagen alpha-2(IV) chain	.	.	.	.	pfam01413	C4	C-terminal tandem repeated domain in type 4 procollagen. Duplicated domain in C-terminus of type 4 collagens. Mutations in alpha-5 collagen IV are associated with X-linked Alport syndrome.	GO:0001525|angiogenesis;GO:0071560|cellular response to transforming growth factor beta stimulus;GO:0038063|collagen-activated tyrosine kinase receptor signaling pathway;GO:0035987|endodermal cell differentiation;GO:0030198|extracellular matrix organization;GO:0016525|negative regulation of angiogenesis;GO:0006351|transcription, DNA-templated;	GO:0005604|basement membrane;GO:0005587|collagen type IV trimer;GO:0070062|extracellular exosome;GO:0031012|extracellular matrix;GO:0005576|extracellular region;GO:0043231|intracellular membrane-bounded organelle;	GO:0005201|extracellular matrix structural constituent;	K06237	COL4A; collagen, type IV, alpha	30.02018551	35.37676881	26.22686141	25.6906917	24.71825561	30.92605297	18.72532206	19.7402547	11.67433657	15.13318216	22.26257708	18.62753468	49.16031319	42.06710707	50.71115053	56.59731862	56.77108332	55.77098901	22.70337011	21.94581604	25.18767369	23.10524865	20.52485145	32.77287626	39.32134512	36.07812449	52.0551802	50.18997174	37.70684719	40.8553299	29.65956407	22.2773865	10.74222214	24.12579846	17.79626641	14.53595144	40.35775837	41.89012205	44.60619619	37.44036889	35.72861571	37.19031143	16.82707702	21.19449699	19.04901564	30.96445546	36.69824441	24.14314891
col6a3	protein_coding	chrNC_030685.1:55178804-55266755:-	gi|512867316|ref|XP_002932067.2|	11604	0	PREDICTED: collagen alpha-3(VI) chain isoform X1 [Xenopus tropicalis]	gi|847166752|ref|XM_002932021.3|	11067	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type VI, alpha 3 (col6a3), transcript variant X1, mRNA	P15989	1061	0	Collagen alpha-3(VI) chain	.	.	.	.	pfam00092	VWA	von Willebrand factor type A domain.	GO:0007155|cell adhesion;	GO:0005581|collagen trimer;GO:0005578|proteinaceous extracellular matrix;	GO:0004867|serine-type endopeptidase inhibitor activity;	.	.	17.44638473	26.61130989	20.65157098	22.56926217	12.83061664	23.56431036	11.34697259	7.838557678	4.749500446	11.70536394	10.17988496	15.71464389	16.93090632	8.132908027	11.44995804	16.20106595	11.33992059	13.14410497	4.310930695	3.062276801	4.351366658	5.214974997	3.60651916	9.001934915	16.57984182	16.05593252	17.95789596	16.96720686	13.27660982	16.1647848	9.510284282	5.392679978	2.478208128	6.933143235	2.872035493	5.033766636	12.94966337	29.59892104	12.03295526	29.1925891	17.79468713	16.98830176	5.963786434	10.98862041	6.279814812	20.56546363	14.93488675	15.58876211
adamts5	protein_coding	chrNC_030678.1:13779225-13856693:+	gi|301612468|ref|XP_002935740.1|	4578	0	PREDICTED: A disintegrin and metalloproteinase with thrombospondin motifs 5 [Xenopus tropicalis]	gi|847105989|ref|XM_002935694.3|	6361	0	PREDICTED: Xenopus (Silurana) tropicalis ADAM metallopeptidase with thrombospondin type 1 motif, 5 (adamts5), mRNA	Q9UNA0	1333	0	A disintegrin and metalloproteinase with thrombospondin motifs 5	.	.	.	.	pfam05986	ADAM_spacer1	ADAM-TS Spacer 1. This family represents the Spacer-1 region from the ADAM-TS family of metalloproteinases.	GO:0042742|defense response to bacterium;GO:0022617|extracellular matrix disassembly;GO:0036066|protein O-linked fucosylation;GO:0006508|proteolysis;GO:0044691|tooth eruption;	GO:0005788|endoplasmic reticulum lumen;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005578|proteinaceous extracellular matrix;	GO:0050840|extracellular matrix binding;GO:0008201|heparin binding;GO:0005178|integrin binding;GO:0004222|metalloendopeptidase activity;GO:0008237|metallopeptidase activity;GO:0008270|zinc ion binding;	K08620	ADAMTS5; a disintegrin and metalloproteinase with thrombospondin motifs 5 [EC:3.4.24.-]	12.60281963	9.038109447	10.20433933	8.460511579	10.65660367	11.0685807	2.941201402	2.19238286	1.764637535	2.721189674	4.524402879	2.413161012	6.932699757	4.805142784	6.55718256	8.659891105	7.382730558	6.470084663	1.297775929	1.436474829	1.88850966	1.045571262	1.740217111	1.78569671	5.961817263	8.488329832	8.742036309	8.649901514	9.914487714	8.836170659	1.814580912	1.58690193	0.56361979	2.189629635	1.619343325	1.790432676	9.830764901	9.000005021	13.81903847	9.950870357	11.49850499	15.21472771	1.30974951	2.580481684	3.20188391	2.697325811	4.625690214	3.278170912
mdk	protein_coding	chrNC_030680.1:5256993-5278581:-	gi|45360801|ref|NP_989074.1|	575	1.00E-70	midkine precursor [Xenopus tropicalis]	gi|45360800|ref|NM_203743.1|	918	0	Xenopus (Silurana) tropicalis midkine (neurite growth-promoting factor 2) (mdk), mRNA	Q6P8F3	226	4.00E-72	Midkine	.	.	.	.	pfam05196	PTN_MK_N	PTN/MK heparin-binding protein family, N-terminal domain.	GO:0030154|cell differentiation;GO:0042742|defense response to bacterium;GO:0007399|nervous system development;GO:0007528|neuromuscular junction development;GO:0051781|positive regulation of cell division;GO:0009617|response to bacterium;	GO:0005576|extracellular region;	GO:0043395|heparan sulfate proteoglycan binding;GO:0008201|heparin binding;	K06828	MDK; midkine	172.9386436	172.1584276	127.6501582	143.5710375	107.5178511	154.6038425	4.37227146	3.132519865	1.757009355	5.487579933	2.187615851	9.732812138	101.6485365	133.3471411	106.7813994	115.4944595	127.991984	131.8931477	1.079181314	0.697002493	1.579490645	1.854514647	1.509261723	4.613851603	148.3788387	134.9489179	97.4634189	127.355113	93.58699482	140.2435841	5.487260521	2.286826896	1.07871915	3.017347389	1.705592118	1.781900681	94.88713679	139.1426626	128.5932314	152.1652257	124.0431433	140.3022296	2.984409886	2.222467657	4.356925199	8.441450965	9.021451229	12.064209
c1qtnf1	protein_coding	chrNC_030685.1:11842355-11853886:-	gi|163915089|ref|NP_001106527.1|	1379	0	complement C1q tumor necrosis factor-related protein 8 precursor [Xenopus tropicalis]	gi|847162294|ref|XM_012970010.1|	1150	0	PREDICTED: Xenopus (Silurana) tropicalis C1q and tumor necrosis factor related protein 1 (c1qtnf1), transcript variant X1, mRNA	Q5XIG2	295	5.00E-96	Complement C1q tumor necrosis factor-related protein 1	.	.	.	.	pfam00386	C1q	C1q domain. C1q is a subunit of the C1 enzyme complex that activates the serum complement system.	.	GO:0005581|collagen trimer;GO:0005576|extracellular region;	.	.	.	7.531068104	11.76902965	12.03676888	10.3548148	11.73656363	13.94400023	5.712377188	4.999441172	3.005799935	7.222245987	8.495558599	7.25400124	8.707637947	8.810791599	10.83725371	10.21516213	7.666314267	7.861795589	2.923575912	3.205969033	5.705264096	5.698259856	2.50347877	3.841373757	8.589578945	8.728688152	8.167588988	8.107007822	7.607188133	11.44176818	6.38974425	2.825722626	1.798990869	3.768248333	3.039414592	3.428877512	8.128178118	10.5007796	11.23338251	12.58895407	13.3579895	10.92564541	2.924350954	6.738967015	10.88239039	11.92079684	9.24602839	10.16797178
tecta.1	protein_coding	chrNC_030683.1:87929383-87980132:+	gi|847148522|ref|XP_012822530.1|	11338	0	PREDICTED: alpha-tectorin [Xenopus tropicalis]	gi|847148521|ref|XM_012967076.1|	8958	0	PREDICTED: Xenopus (Silurana) tropicalis tectorin alpha (tecta), mRNA	O08523	3617	0	Alpha-tectorin	.	.	.	.	pfam00100	Zona_pellucida	Zona pellucida-like domain.	GO:0007160|cell-matrix adhesion;GO:0007605|sensory perception of sound;	GO:0031225|anchored component of membrane;GO:0070062|extracellular exosome;GO:0005886|plasma membrane;GO:0005578|proteinaceous extracellular matrix;	GO:0005201|extracellular matrix structural constituent;	K18273	TECTA; alpha-tectorin	15.90603049	9.264160552	6.694859593	17.35723584	16.61365805	10.37153288	0.013851866	0.0	0.0	0.0	0.0	0.006745087	7.100141248	10.50256604	7.881162298	5.677757522	10.56333201	11.71870411	0.007692688	0.0	0.0	0.0	0.008367655	0.0	3.942505711	2.747064992	4.449999678	5.834605599	3.333615619	5.016188862	0.0	0.014263465	0.0	0.007169482	0.0	0.0	10.00834923	15.84465323	13.86153453	6.163592681	8.880251402	9.932255003	0.014182438	0.026883959	0.013803248	0.0	0.0	0.0
fstl1	protein_coding	chrNW_016683629.1:37140-43868:+	gi|113931544|ref|NP_001039221.1|	1085	2.00E-139	follistatin-related protein 1 precursor [Xenopus tropicalis]	gi|113931543|ref|NM_001045756.1|	2043	0	Xenopus tropicalis follistatin like 1 (fstl1), mRNA	Q58D84	302	2.00E-94	Follistatin-related protein 1	.	.	.	.	pfam13499	EF-hand_7	EF-hand domain pair.	GO:0042594|response to starvation;	GO:0070062|extracellular exosome;GO:0005615|extracellular space;	GO:0005509|calcium ion binding;GO:0008201|heparin binding;	.	.	78.58354466	132.130142	86.12093552	90.75936015	58.40743111	108.530715	80.48298419	46.05291771	31.23814795	67.12720239	64.20344051	104.5666098	73.33256257	63.98017296	59.27797409	80.79501453	64.1880547	62.19144117	23.05104487	9.658914254	23.55657139	20.2584571	15.79239616	39.9984289	74.90798755	85.55024453	82.50662015	74.37602465	62.74845814	81.73443657	76.28864666	30.506884	14.90238287	44.60011835	11.15928787	20.70018667	64.1022523	127.9085578	65.8618356	125.8999871	84.35597323	80.3044818	30.94330361	64.95450437	29.10717243	109.4386096	100.4636719	83.79292513
col5a3	protein_coding	chrNC_030680.1:99399687-99522306:-	gi|512835852|ref|XP_004913770.1|	2096	0	PREDICTED: collagen alpha-1(XI) chain isoform X1 [Xenopus tropicalis]	gi|512835851|ref|XM_004913713.1|	7688	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type V, alpha 3 (col5a3), transcript variant X1, mRNA	P12107	525	3.00E-152	Collagen alpha-1(XI) chain	.	.	.	.	pfam01410	COLFI	Fibrillar collagen C-terminal domain. Found at C-termini of fibrillar collagens: Ephydatia muelleri procollagen EMF1 alpha, vertebrate collagens alpha(1)III, alpha(1)II, alpha(2)V etc.	GO:0001502|cartilage condensation;GO:0002063|chondrocyte development;GO:0030199|collagen fibril organization;GO:0050910|detection of mechanical stimulus involved in sensory perception of sound;GO:0048704|embryonic skeletal system morphogenesis;GO:0035987|endodermal cell differentiation;GO:0042472|inner ear morphogenesis;GO:0001503|ossification;GO:0006029|proteoglycan metabolic process;GO:0035989|tendon development;GO:0055010|ventricular cardiac muscle tissue morphogenesis;GO:0007601|visual perception;	GO:0005592|collagen type XI trimer;GO:0031012|extracellular matrix;	GO:0005201|extracellular matrix structural constituent;GO:0046872|metal ion binding;	.	.	0.097882351	0.660819515	0.831745253	0.94631064	0.905409204	0.290581327	3.683112965	1.603653297	1.424095589	3.797907698	2.251020885	3.179334699	0.694136289	0.050977689	0.123246647	0.060043909	0.442104195	0.044510603	0.762387958	0.386712275	0.444518293	0.378534433	0.404527302	0.874488417	0.19817967	0.188949579	0.102443579	0.428205723	0.593230164	0.121575932	2.538440051	1.086049581	0.459715126	2.192261408	0.334290735	1.430052703	0.044017948	0.227975154	0.037105443	0.472821021	0.165655124	0.563441279	1.165584818	0.926023814	0.250239926	2.775287064	0.730700593	1.560197043
col5a3	protein_coding	chrNC_030679.1:126399455-126520015:+	gi|847169802|ref|XP_012808459.1|	5648	0	PREDICTED: collagen alpha-3(V) chain isoform X1 [Xenopus tropicalis]	gi|847169801|ref|XM_012953005.1|	6900	0	PREDICTED: Xenopus (Silurana) tropicalis collagen, type V, alpha 3 (col5a3), transcript variant X1, mRNA	Q61245	298	8.00E-80	Collagen alpha-1(XI) chain	.	.	.	.	pfam01410	COLFI	Fibrillar collagen C-terminal domain. Found at C-termini of fibrillar collagens: Ephydatia muelleri procollagen EMF1 alpha, vertebrate collagens alpha(1)III, alpha(1)II, alpha(2)V etc.	GO:0001502|cartilage condensation;GO:0051216|cartilage development;GO:0002063|chondrocyte development;GO:0030199|collagen fibril organization;GO:0050910|detection of mechanical stimulus involved in sensory perception of sound;GO:0048704|embryonic skeletal system morphogenesis;GO:0035987|endodermal cell differentiation;GO:0003007|heart morphogenesis;GO:0042472|inner ear morphogenesis;GO:0001503|ossification;GO:0006029|proteoglycan metabolic process;GO:0007605|sensory perception of sound;GO:0048705|skeletal system morphogenesis;GO:0035989|tendon development;GO:0055010|ventricular cardiac muscle tissue morphogenesis;GO:0007601|visual perception;	GO:0005581|collagen trimer;GO:0005592|collagen type XI trimer;GO:0005578|proteinaceous extracellular matrix;	GO:0005201|extracellular matrix structural constituent;GO:0046872|metal ion binding;	.	.	29.76962638	10.08095959	9.88751299	17.67481691	12.8188428	16.60594583	7.702514328	5.359820709	2.551281774	5.422764331	7.286965568	6.798135466	10.70365811	6.270736233	10.21857033	10.65552471	10.68921828	18.2090299	2.842835811	1.909753835	3.434706026	2.910893649	2.006582922	4.851459472	12.04995642	7.080577979	18.55861084	19.15103104	10.93803784	19.40652162	5.259742728	2.462035385	1.371815757	2.740846264	1.561033607	2.384906487	12.58161369	25.82710034	18.93006963	19.24738331	22.99009591	18.46296585	3.080598932	7.404517089	3.933683105	10.2864547	7.917423777	7.082184822
igf1	protein_coding	chrNC_030679.1:39667842-39729794:-	gi|301614806|ref|XP_002936875.1|	755	1.00E-95	PREDICTED: insulin-like growth factor I [Xenopus tropicalis]	gi|847113704|ref|XM_002936829.3|	1307	0	PREDICTED: Xenopus (Silurana) tropicalis insulin-like growth factor 1 (somatomedin C) (igf1), mRNA	P16501	275	2.00E-89	Insulin-like growth factor I-A	.	.	.	.	pfam00049	Insulin	Insulin/IGF/Relaxin family. Superfamily includes insulins; relaxins; insulin-like growth factor; and bombyxin. All are secreted regulatory hormones. Disulfide rich, all-alpha fold. Alignment includes B chain, linker (which is processed out of the final product), and A chain.	GO:0060323|head morphogenesis;GO:0007275|multicellular organism development;GO:0043066|negative regulation of apoptotic process;GO:0090201|negative regulation of release of cytochrome c from mitochondria;GO:0030178|negative regulation of Wnt signaling pathway;	GO:0005576|extracellular region;GO:0005615|extracellular space;	GO:0008083|growth factor activity;	K05459	IGF1; insulin-like growth factor 1	4.893225728	2.460106724	4.207839126	4.776935794	2.27611692	7.657604826	1.49106186	0.289467606	0.633205702	0.996074113	0.900206373	1.030542551	2.791993447	2.733937117	2.98449388	2.562983845	2.384833109	4.194487768	0.320542065	0.289836436	0.156381875	0.098867674	0.174333443	0.304538162	2.079467613	3.257157717	3.875272015	1.936992497	2.698591758	4.42437121	0.722083044	0.297167946	0.199362982	0.298740892	0.492528468	0.427484187	1.315239178	4.836787512	3.30476761	6.376320546	3.356585247	4.22531391	0.590959645	1.166887312	0.814809108	2.217484915	0.593289401	0.325156011
fam3b	protein_coding	chrNC_030678.1:6750894-6778931:-	gi|62858145|ref|NP_001015990.1|	1255	4.00E-164	protein FAM3B [Xenopus tropicalis]	gi|77682320|ref|NM_001015990.2|	2599	0	Xenopus tropicalis family with sequence similarity 3 member B (fam3b), mRNA	Q9D309	265	3.00E-80	Protein FAM3B	.	.	.	.	pfam08626	TRAPPC9-Trs120	Transport protein Trs120 or TRAPPC9, TRAPP II complex subunit. This region is found at the N terminal of Saccharomyces cerevisiae Trs120 protein. Trs120 is a subunit of the multiprotein complex TRAPP (transport particle protein) which functions in ER to Golgi traffic. Trs120 is specific to the larger TRAPP complex, TRAPP II, along with Trs65p and Trs130p(TRAPPC10). It is suggested that Trs120p is required for the stability of the Trs130p subunit, suggesting that these two proteins might interact in some way. It is likely that there is a complex function for TRAPP II in multiple pathways.	GO:0006915|apoptotic process;GO:0030073|insulin secretion;	GO:0070062|extracellular exosome;GO:0005576|extracellular region;GO:0005615|extracellular space;GO:0005641|nuclear envelope lumen;	GO:0005125|cytokine activity;	.	.	2.115305777	2.672650364	4.175158859	2.775247456	1.814817385	2.07641256	0.297364768	0.248555293	0.476792442	0.466523221	0.24409719	0.530933619	3.775878402	3.823123959	2.7624781	6.170538923	1.68273221	2.345467308	0.93580852	0.796390382	0.295414729	0.611237314	0.329326315	0.601440411	5.152625013	7.058597376	6.520322913	3.047747301	4.609973571	5.350657015	0.347214794	1.454453582	0.513557199	0.795205571	0.279124733	0.41600712	3.987467141	2.621690659	2.361685074	3.627858333	3.200507589	2.035518473	0.456691976	0.360706913	0.716109193	0.534761083	0.916984811	0.622216311
c1qtnf2	protein_coding	chrNC_030679.1:14192535-14197393:+	gi|847112639|ref|XP_012815122.1|	1406	0	PREDICTED: complement C1q tumor necrosis factor-related protein 2 isoform X1 [Xenopus tropicalis]	gi|847112638|ref|XM_012959668.1|	2235	0	PREDICTED: Xenopus (Silurana) tropicalis C1q and tumor necrosis factor related protein 2 (c1qtnf2), transcript variant X1, mRNA	Q9D8U4	342	4.00E-109	Complement C1q tumor necrosis factor-related protein 2	.	.	.	.	pfam00386	C1q	C1q domain. C1q is a subunit of the C1 enzyme complex that activates the serum complement system.	GO:0000187|activation of MAPK activity;GO:0046321|positive regulation of fatty acid oxidation;GO:0046326|positive regulation of glucose import;GO:0045725|positive regulation of glycogen biosynthetic process;GO:0070208|protein heterotrimerization;GO:0051260|protein homooligomerization;GO:0070206|protein trimerization;	GO:0005581|collagen trimer;GO:0005615|extracellular space;	GO:0042802|identical protein binding;GO:0005102|receptor binding;	.	.	2.843104569	6.157781908	5.368664411	6.02252112	4.717927913	5.07709498	1.431805952	1.246467263	0.711293989	3.483885439	1.809554722	2.446811552	3.052299823	1.892012106	3.409370924	3.488087703	3.348669812	2.901755255	0.390078001	0.352711329	0.790502509	0.694126546	0.456942774	0.712696796	3.058932414	4.617104341	2.121485911	4.528154757	3.456845838	3.426680191	2.108942876	1.08489984	0.447897705	1.817737241	0.691585171	0.987082825	2.699164294	3.141109528	3.442876167	4.391023281	4.699089057	4.376540226	0.746817814	1.704027469	2.099790093	3.948420613	2.56328894	2.426336441
kitlg	protein_coding	chrNC_030679.1:45163481-45200603:-	gi|847110277|ref|XP_012814626.1|	1520	0	PREDICTED: kit ligand isoform X1 [Xenopus tropicalis]	gi|847110276|ref|XM_012959172.1|	4614	0	PREDICTED: Xenopus (Silurana) tropicalis KIT ligand (kitlg), transcript variant X1, mRNA	Q09108	166	3.00E-43	Kit ligand	.	.	.	.	pfam02404	SCF	Stem cell factor. Stem cell factor (SCF) is a homodimer involved in hematopoiesis. SCF binds to and activates the SCF receptor (SCFR), a receptor tyrosine kinase. The crystal structure of human SCF has been resolved and a potential receptor-binding site identified.	GO:0007155|cell adhesion;GO:0035234|ectopic germ cell programmed cell death;GO:0035162|embryonic hemopoiesis;GO:0097192|extrinsic apoptotic signaling pathway in absence of ligand;GO:0008584|male gonad development;GO:0033026|negative regulation of mast cell apoptotic process;GO:0001755|neural crest cell migration;GO:0045740|positive regulation of DNA replication;GO:1902035|positive regulation of hematopoietic stem cell proliferation;GO:0002687|positive regulation of leukocyte migration;GO:0043406|positive regulation of MAP kinase activity;GO:0070668|positive regulation of mast cell proliferation;GO:0045636|positive regulation of melanocyte differentiation;GO:0002763|positive regulation of myeloid leukocyte differentiation;GO:0050731|positive regulation of peptidyl-tyrosine phosphorylation;GO:0046579|positive regulation of Ras protein signal transduction;	GO:0005737|cytoplasm;GO:0005856|cytoskeleton;GO:0005615|extracellular space;GO:0030175|filopodium;GO:0016021|integral component of membrane;GO:0030027|lamellipodium;GO:0005886|plasma membrane;	.	K05461	KITLG; KIT ligand	6.048985205	5.875812666	8.267592599	6.393576923	5.168610309	6.058715357	3.97384975	3.636257934	4.235993977	4.606899134	4.573675313	5.092219672	4.379268879	1.698299786	3.680654202	3.700623513	2.179218503	2.268762972	3.825281045	2.758675207	3.460455426	3.611249333	2.29103105	3.207595386	2.497380599	5.365545479	3.384423271	5.357146642	4.721210792	4.536279908	2.888676099	4.982104147	3.525388388	5.340448868	3.669417062	2.960387896	5.015221398	6.017493174	2.472303783	3.552198198	6.041556261	4.676793554	3.212119631	5.236396074	4.765776687	5.963234942	5.516859293	4.268601606
lum	protein_coding	chrNC_030679.1:46030704-46040500:-	gi|58332414|ref|NP_001011006.1|	1735	0	lumican precursor [Xenopus tropicalis]	gi|58332413|ref|NM_001011006.1|	2090	0	Xenopus (Silurana) tropicalis lumican (lum), mRNA	Q9DE67	476	2.00E-161	Lumican	alr0124_1	80.9	3.00E-15	COG4886	pfam13855	LRR_8	Leucine rich repeat.	GO:0030199|collagen fibril organization;GO:0007601|visual perception;	GO:0005578|proteinaceous extracellular matrix;	.	K08122	LUM; lumican	63.79638675	109.5199254	101.4308317	143.9595602	76.51718046	150.5418664	48.55705238	39.50663477	26.39345371	124.6093777	32.09931696	114.5368617	107.4579936	42.94519124	56.82697538	69.5915015	64.04626135	70.16187872	23.13842521	9.147549969	25.94514535	26.31231102	14.4245584	27.6656842	83.93828528	79.91099119	80.40176357	88.61911384	59.66778397	63.49254724	89.7730118	36.81867785	21.17210098	63.10143658	17.48781981	29.71855908	45.82537114	131.6062468	23.59753719	85.23881837	106.5677698	79.58498211	28.32354566	58.40756594	31.70580915	133.7746787	47.61990749	104.9010416
